=== DECILE_WINRATE_REPORT ===
Generated: 2026-03-28 14:29:40
ST   ATR    Vol    RSI    ADX    EMA    BBW    R_BSP  B_BSP  RT_BSP S_BSP  Total    Wins   Win Rate   PnL       
5M   70     10     60     10     70     60     0      0      0      0      1        1      100.0% 0.24      
5M   70     10     60     20     10     100    1      0      0      0      1        0      0.0% -0.05     
5M   70     10     70     10     10     50     0      0      0      0      1        1      100.0% 0.15      
5M   70     10     70     10     40     20     1      0      0      0      1        1      100.0% 0.03      
5M   70     10     70     10     50     40     1      0      0      0      1        0      0.0% -0.29     
5M   70     10     70     40     20     40     1      0      0      0      1        0      0.0% -0.10     
5M   70     10     70     40     70     100    0      0      0      0      1        0      0.0% -0.22     
5M   70     10     80     30     50     20     -1     -1     -1     -1     1        0      0.0% -0.19     
5M   70     10     80     40     40     50     1      0      0      0      1        0      0.0% -0.12     
5M   70     10     80     60     90     100    1      -1     -1     -1     1        1      100.0% 0.05      
5M   70     10     80     60     100    40     0      -1     -1     -1     1        0      0.0% -0.31     
5M   70     10     80     90     100    100    1      0      -1     -1     1        0      0.0% -0.12     
5M   70     10     90     40     100    70     0      -1     0      0      1        0      0.0% -0.05     
5M   70     10     90     70     100    100    0      0      0      0      1        0      0.0% -0.17     
5M   70     10     90     90     80     50     0      0      0      0      1        1      100.0% 0.18      
5M   70     10     100    10     10     30     0      0      0      0      1        0      0.0% -0.27     
5M   70     10     100    10     100    100    1      0      0      0      1        0      0.0% -0.11     
5M   70     10     100    30     80     30     0      0      0      0      1        0      0.0% -0.26     
5M   70     10     100    40     30     10     0      0      0      0      1        1      100.0% 0.14      
5M   70     10     100    40     50     80     -1     0      -1     -1     1        0      0.0% -0.11     
5M   70     10     100    80     100    70     0      -1     0      0      1        0      0.0% -0.35     
5M   70     10     100    90     70     50     1      -1     1      1      1        0      0.0% -0.35     
5M   70     10     100    100    100    100    0      -1     0      0      1        0      0.0% -0.32     
5M   70     30     80     100    100    80     1      0      1      1      1        0      0.0% -0.60     
5M   80     10     10     40     100    100    1      0      0      0      1        1      100.0% 0.04      
5M   80     10     10     90     100    100    -1     1      0      0      1        0      0.0% -0.54     
5M   80     10     10     100    100    90     0      0      0      0      1        1      100.0% 0.18      
5M   80     10     20     10     40     90     0      0      0      0      1        0      0.0% -0.14     
5M   80     10     30     60     50     30     0      0      0      0      1        0      0.0% -0.09     
5M   80     10     50     10     30     90     1      0      0      0      1        0      0.0% -0.11     
5M   80     10     50     10     90     40     0      0      0      0      1        0      0.0% -0.27     
5M   80     10     60     10     60     40     1      0      1      1      1        0      0.0% -0.16     
5M   80     10     60     20     80     70     1      0      0      0      1        0      0.0% -0.06     
5M   80     10     60     50     50     30     1      -1     1      1      1        0      0.0% -0.43     
5M   80     10     70     10     60     40     -1     0      0      0      1        0      0.0% -0.12     
5M   80     10     70     10     70     70     0      0      0      0      1        1      100.0% 0.20      
5M   80     10     70     30     30     40     0      0      0      0      1        1      100.0% 0.13      
5M   80     10     70     40     20     100    -1     1      0      0      1        0      0.0% -0.22     
5M   80     10     70     50     60     50     1      0      0      0      1        0      0.0% -0.33     
5M   80     10     80     50     60     40     0      0      0      0      1        0      0.0% -0.12     
5M   80     10     80     50     100    100    1      -1     0      0      1        0      0.0% -0.29     
5M   80     10     80     80     100    100    -1     1      -1     -1     1        0      0.0% -0.21     
5M   80     10     90     50     50     80     0      0      0      0      1        0      0.0% -0.10     
5M   80     10     90     90     100    100    -1     -1     0      0      1        0      0.0% -0.14     
5M   80     10     100    20     70     50     1      0      0      0      1        0      0.0% -0.25     
5M   80     10     100    30     70     30     0      -1     0      0      1        0      0.0% -0.17     
5M   80     10     100    40     100    100    0      1      0      0      1        0      0.0% -0.03     
5M   80     10     100    70     60     50     0      -1     1      1      1        0      0.0% -0.14     
5M   80     10     100    100    100    100    0      0      0      0      1        0      0.0% -0.21     
5M   80     50     90     70     100    80     0      -1     1      1      1        1      100.0% 0.03      
5M   90     10     10     70     100    100    0      0      0      0      1        0      0.0% -0.18     
5M   90     10     10     100    60     60     -1     1      0      0      1        1      100.0% 0.27      
5M   90     10     10     100    100    100    0      0      0      0      1        1      100.0% 0.09      
5M   90     10     20     20     100    30     0      0      0      0      1        0      0.0% -0.13     
5M   90     10     40     30     30     50     0      0      0      0      1        0      0.0% -0.15     
5M   90     10     40     30     40     70     0      0      0      0      1        0      0.0% -0.14     
5M   90     10     50     30     40     70     -1     0      0      0      1        0      0.0% -0.22     
5M   90     10     50     40     100    100    -1     0      -1     -1     1        0      0.0% -0.15     
5M   90     10     60     10     70     100    0      0      0      0      1        0      0.0% -0.05     
5M   90     10     60     30     50     50     -1     0      0      0      1        0      0.0% -0.05     
5M   90     10     80     80     100    100    0      -1     0      0      1        1      100.0% 0.26      
5M   90     10     80     100    100    100    1      0      0      0      1        0      0.0% -0.24     
5M   90     10     90     60     10     60     0      0      0      0      1        0      0.0% -0.66     
5M   90     10     90     100    40     40     0      0      0      0      1        1      100.0% 0.27      
5M   90     10     90     100    80     100    0      0      0      0      1        1      100.0% 0.14      
5M   90     10     90     100    100    100    0      -1     -1     -1     1        0      0.0% -0.17     
5M   90     10     100    10     20     30     1      1      0      0      1        0      0.0% -0.42     
5M   90     10     100    30     10     10     1      1      0      0      1        0      0.0% -0.94     
5M   90     10     100    70     100    90     1      -1     -1     -1     1        0      0.0% -0.40     
5M   90     10     100    70     100    100    0      -1     1      1      1        0      0.0% -0.37     
5M   90     10     100    90     100    80     0      0      0      0      1        1      100.0% 0.25      
5M   100    10     10     10     10     10     0      -1     1      1      1        0      0.0% -0.07     
5M   100    10     10     10     100    10     1      0      -1     -1     1        0      0.0% -0.12     
5M   100    10     10     10     100    100    -1     0      0      0      1        0      0.0% -0.14     
5M   100    10     10     10     100    100    0      0      0      0      1        0      0.0% -0.22     
5M   100    10     10     20     30     10     -1     0      -1     -1     1        1      100.0% 0.14      
5M   100    10     10     30     20     60     0      0      0      0      1        0      0.0% -0.10     
5M   100    10     10     30     100    80     0      0      0      0      1        0      0.0% -0.12     
5M   100    10     10     50     100    100    0      0      0      0      1        1      100.0% 0.19      
5M   100    10     10     60     100    100    -1     0      0      0      1        0      0.0% -0.10     
5M   100    10     10     70     100    100    0      0      1      1      1        0      0.0% -0.44     
5M   100    10     10     100    100    50     0      0      0      0      1        0      0.0% -0.30     
5M   100    10     10     100    100    100    -1     1      0      0      1        1      100.0% 0.09      
5M   100    10     10     100    100    100    0      0      0      0      4        2      50.0% -0.24     
5M   100    10     10     100    100    100    1      0      0      0      1        0      0.0% -0.20     
5M   100    10     10     100    100    100    1      0      1      1      1        0      0.0% -0.29     
5M   100    10     20     10     100    60     0      0      0      0      1        0      0.0% -0.15     
5M   100    10     20     30     50     10     0      0      -1     -1     1        0      0.0% -0.08     
5M   100    10     20     70     50     80     -1     0      0      0      1        0      0.0% -0.15     
5M   100    10     20     70     80     70     0      0      0      0      1        0      0.0% -0.11     
5M   100    10     30     40     90     100    0      0      0      0      1        1      100.0% 0.04      
5M   100    10     30     70     50     30     1      0      0      0      1        0      0.0% -0.10     
5M   100    10     30     70     90     100    0      0      0      0      1        1      100.0% 0.24      
5M   100    10     30     100    100    100    1      0      0      0      1        1      100.0% 0.08      
5M   100    10     40     10     100    100    0      0      0      0      1        0      0.0% -0.32     
5M   100    10     40     20     100    60     -1     1      0      0      1        0      0.0% -0.17     
5M   100    10     40     30     30     40     1      0      0      0      1        1      100.0% 0.31      
5M   100    10     40     40     60     100    0      0      -1     -1     1        1      100.0% 0.23      
5M   100    10     40     40     70     40     -1     0      0      0      1        0      0.0% -0.16     
5M   100    10     40     40     100    90     -1     0      0      0      1        0      0.0% -0.07     
5M   100    10     50     10     100    100    0      1      0      0      1        1      100.0% 0.19      
5M   100    10     50     20     50     100    0      0      0      0      1        0      0.0% -0.12     
5M   100    10     50     30     100    100    0      1      0      0      1        0      0.0% -0.10     
5M   100    10     50     40     100    100    0      1      0      0      1        1      100.0% 0.14      
5M   100    10     60     10     20     30     0      0      1      1      1        0      0.0% -0.15     
5M   100    10     60     40     50     10     -1     0      0      0      1        0      0.0% -0.16     
5M   100    10     60     50     100    100    0      0      0      0      1        1      100.0% 0.27      
5M   100    10     70     10     10     20     0      1      0      0      1        1      100.0% 0.12      
5M   100    10     70     10     30     100    0      0      0      0      1        0      0.0% -0.05     
5M   100    10     70     20     60     40     0      0      0      0      1        0      0.0% -0.24     
5M   100    10     70     40     30     50     0      0      0      0      1        0      0.0% -0.24     
5M   100    10     70     40     100    100    1      0      0      0      1        0      0.0% -0.10     
5M   100    10     70     70     20     70     0      0      0      0      1        1      100.0% 0.29      
5M   100    10     70     70     40     40     1      1      0      0      1        1      100.0% 0.02      
5M   100    10     80     20     10     100    0      0      0      0      1        0      0.0% -0.15     
5M   100    10     80     40     80     50     0      0      -1     -1     1        1      100.0% 0.21      
5M   100    10     80     50     90     100    1      0      0      0      1        0      0.0% -0.14     
5M   100    10     80     60     100    100    0      0      0      0      1        0      0.0% -0.27     
5M   100    10     80     70     70     100    0      0      0      0      1        1      100.0% 0.15      
5M   100    10     80     70     100    100    0      0      0      0      1        0      0.0% -0.18     
5M   100    10     90     10     100    60     0      0      0      0      1        0      0.0% -0.27     
5M   100    10     90     80     100    100    0      -1     0      0      1        0      0.0% -0.57     
5M   100    10     90     80     100    100    0      0      0      0      1        1      100.0% 0.17      
5M   100    10     90     80     100    100    0      0      1      1      1        0      0.0% -0.30     
5M   100    10     90     80     100    100    1      -1     0      0      1        0      0.0% -0.23     
5M   100    10     90     100    100    100    -1     0      0      0      1        1      100.0% 0.01      
5M   100    10     100    10     10     100    0      0      0      0      1        0      0.0% -0.10     
5M   100    10     100    10     40     100    0      0      0      0      1        0      0.0% -0.07     
5M   100    10     100    10     100    70     1      0      0      0      1        0      0.0% -0.10     
5M   100    10     100    10     100    100    1      0      0      0      1        0      0.0% -1.00     
5M   100    10     100    10     100    100    1      0      1      1      1        1      100.0% 0.09      
5M   100    10     100    10     100    100    1      1      0      0      2        1      50.0% 0.18      
5M   100    10     100    30     50     100    0      0      0      0      1        0      0.0% -0.13     
5M   100    10     100    30     70     30     1      0      0      0      1        1      100.0% 0.33      
5M   100    10     100    40     30     40     -1     0      0      0      1        0      0.0% -0.12     
5M   100    10     100    50     30     30     1      0      0      0      1        0      0.0% -0.17     
5M   100    10     100    60     100    100    1      0      1      1      1        0      0.0% -0.30     
5M   100    10     100    60     100    100    1      1      -1     -1     1        0      0.0% -0.27     
5M   100    10     100    80     100    100    -1     -1     -1     -1     1        0      0.0% -0.47     
5M   100    10     100    80     100    100    0      0      1      1      1        1      100.0% 0.52      
5M   100    10     100    90     100    100    1      -1     0      0      1        0      0.0% -0.26     
5M   100    10     100    100    100    40     0      0      0      0      1        0      0.0% -0.44     
5M   100    10     100    100    100    70     0      0      0      0      1        0      0.0% -0.28     
5M   100    10     100    100    100    80     0      -1     0      0      1        0      0.0% -0.26     
5M   100    10     100    100    100    90     0      0      0      0      1        0      0.0% -0.17     
5M   100    10     100    100    100    100    0      -1     0      0      1        0      0.0% -0.33     
5M   100    10     100    100    100    100    0      -1     1      1      1        0      0.0% -0.36     
5M   100    10     100    100    100    100    0      0      -1     -1     1        1      100.0% 0.09      
5M   100    10     100    100    100    100    0      1      0      0      1        1      100.0% 0.02      
5M   100    10     100    100    100    100    1      -1     0      0      1        0      0.0% -0.30     
5M   100    20     10     100    100    100    -1     1      1      1      1        1      100.0% 0.02      
5M   100    20     10     100    100    100    0      1      1      1      1        0      0.0% -0.48     
5M   100    20     90     60     100    100    -1     0      -1     -1     1        1      100.0% 0.48      
5M   100    20     90     90     70     100    -1     -1     1      1      1        1      100.0% 0.12      
5M   100    20     90     100    70     70     0      0      1      1      1        1      100.0% 0.27      
5M   100    30     30     100    100    40     1      1      -1     -1     1        1      100.0% 0.45      
5M   100    30     60     60     10     60     1      0      0      0      1        1      100.0% 1.92      
5M   100    40     10     100    100    100    -1     0      -1     -1     1        1      100.0% 0.25      
5M   100    40     90     70     100    100    0      -1     0      0      1        0      0.0% -0.41     
5M   100    60     90     100    100    80     0      -1     0      0      1        0      0.0% -0.32     


=== INDIVIDUAL DIMENSION PERFORMANCE ===

--- Dimension: ATR_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         319        121        37.9        % -7.43     
20         182        69         37.9        % -5.69     
30         193        73         37.8        % -3.64     
40         138        50         36.2        % -4.65     
50         91         31         34.1        % -2.63     
60         91         34         37.4        % -4.44     
70         54         19         35.2        % -4.89     
80         42         11         26.2        % -5.37     
90         44         16         36.4        % -4.59     
100        175        61         34.9        % -16.18    

--- Dimension: VOLUME_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         1225       451        36.8        % -51.19    
20         51         17         33.3        % -5.66     
30         18         5          27.8        % 0.25      
40         13         4          30.8        % -1.09     
50         10         4          40.0        % -0.72     
60         6          3          50.0        % -0.28     
70         1          0          0.0         % -0.56     
80         3          1          33.3        % -0.14     
100        2          0          0.0         % -0.10     

--- Dimension: RSI_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         210        79         37.6        % -9.16     
20         64         19         29.7        % -2.03     
30         108        37         34.3        % -5.63     
40         124        43         34.7        % -5.42     
50         112        41         36.6        % -2.11     
60         142        48         33.8        % -2.79     
70         118        57         48.3        % -0.22     
80         101        39         38.6        % -5.16     
90         82         26         31.7        % -8.51     
100        268        96         35.8        % -18.47    

--- Dimension: ADX_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         248        84         33.9        % -12.45    
20         95         46         48.4        % 1.04      
30         117        43         36.8        % -4.23     
40         132        52         39.4        % -3.60     
50         107        41         38.3        % -4.17     
60         94         37         39.4        % -2.52     
70         91         30         33.0        % -5.37     
80         79         22         27.8        % -6.14     
90         59         23         39.0        % -4.35     
100        307        107        34.9        % -17.71    

--- Dimension: EMA_DIST_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         288        100        34.7        % -13.30    
20         206        85         41.3        % -0.54     
30         165        74         44.8        % -2.30     
40         125        39         31.2        % -4.50     
50         107        43         40.2        % -1.29     
60         80         28         35.0        % -3.20     
70         65         20         30.8        % -4.19     
80         49         20         40.8        % -0.87     
90         38         19         50.0        % -1.62     
100        206        57         27.7        % -27.68    

--- Dimension: BBW_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         306        128        41.8        % -4.23     
20         206        80         38.8        % -5.90     
30         155        52         33.5        % -5.72     
40         140        52         37.1        % -5.40     
50         101        33         32.7        % -6.25     
60         89         29         32.6        % -2.03     
70         56         19         33.9        % -1.36     
80         41         11         26.8        % -4.67     
90         36         14         38.9        % -1.15     
100        199        67         33.7        % -22.79    

--- Dimension: RANGE_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         293        110        37.5        % -16.35    
0          802        281        35.0        % -32.87    
1          234        94         40.2        % -10.28    

--- Dimension: BREAKOUT_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         164        58         35.4        % -15.03    
0          1028       368        35.8        % -40.82    
1          137        59         43.1        % -3.64     

--- Dimension: RETEST_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         166        60         36.1        % -12.37    
0          1000       356        35.6        % -36.97    
1          163        69         42.3        % -10.15    

--- Dimension: SIGNAL_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         166        60         36.1        % -12.37    
0          1000       356        35.6        % -36.97    
1          163        69         42.3        % -10.15    
