=== DECILE_WINRATE_REPORT ===
Generated: 2026-03-28 01:51:15
ST   ATR    Vol    RSI    ADX    EMA    BBW    R_BSP  B_BSP  RT_BSP S_BSP  Total    Wins   Win Rate   PnL       
5M   10     10     100    100    10     10     1      -1     -1     -1     1        1      100.0% 0.75      
5M   10     10     100    100    50     10     0      0      0      0      1        0      0.0% -14.36    
5M   10     10     100    100    80     10     0      0      1      1      1        0      0.0% -9.60     
5M   10     10     100    100    90     60     1      0      -1     -1     1        0      0.0% -6.93     
5M   10     10     100    100    100    10     0      0      0      0      2        1      50.0% -0.30     
5M   10     10     100    100    100    10     1      1      1      1      1        1      100.0% 0.30      
5M   10     10     100    100    100    80     1      -1     1      1      1        0      0.0% -6.57     
5M   20     10     10     10     20     10     0      0      0      0      1        0      0.0% -0.58     
5M   20     10     10     10     40     100    0      0      0      0      1        0      0.0% -6.95     
5M   20     10     10     80     100    100    -1     0      0      0      1        0      0.0% -0.30     
5M   20     10     30     60     40     20     0      0      0      0      1        1      100.0% 1092.97   
5M   20     10     50     10     10     20     0      -1     0      0      1        0      0.0% -29.61    
5M   20     10     60     10     10     30     0      0      0      0      1        0      0.0% -6.57     
5M   20     10     80     20     70     20     1      -1     0      0      1        0      0.0% -5.39     
5M   20     10     90     40     10     10     0      0      0      0      1        0      0.0% -6.93     
5M   20     20     10     100    20     10     0      0      0      0      1        0      0.0% -1.10     
5M   20     20     10     100    50     30     -1     0      0      0      1        0      0.0% -0.16     
5M   30     10     10     10     40     100    0      -1     0      0      1        1      100.0% 595.16    
5M   30     10     10     70     50     30     -1     0      0      0      1        0      0.0% -30.02    
5M   30     10     30     30     60     70     0      0      0      0      1        0      0.0% -1.12     
5M   30     10     60     100    70     30     -1     0      0      0      1        0      0.0% -0.83     
5M   30     10     70     30     10     20     0      1      0      0      1        0      0.0% -9.69     
5M   30     10     70     70     10     40     -1     0      0      0      1        0      0.0% -0.30     
5M   40     10     10     10     20     10     1      1      1      1      1        0      0.0% -1.00     
5M   40     10     10     20     100    30     0      0      0      0      1        0      0.0% -0.44     
5M   40     10     10     60     60     60     0      1      0      0      1        0      0.0% -6.73     
5M   40     10     10     80     60     40     0      0      0      0      1        0      0.0% -14.43    
5M   40     10     10     100    100    10     0      0      0      0      1        0      0.0% -0.36     
5M   40     10     20     10     30     40     0      0      0      0      1        1      100.0% 726.99    
5M   40     10     40     70     30     10     -1     0      0      0      1        0      0.0% -0.98     
5M   40     10     70     50     50     40     0      0      0      0      1        0      0.0% -13.51    
5M   40     10     100    100    100    40     1      0      -1     -1     1        1      100.0% 0.91      
5M   40     20     80     10     40     100    1      0      1      1      1        0      0.0% -7.08     
5M   50     10     10     70     10     10     0      0      0      0      1        0      0.0% -0.44     
5M   50     10     20     20     40     40     -1     0      0      0      1        0      0.0% -12.50    
5M   50     10     30     60     50     80     0      0      0      0      1        0      0.0% -12.50    
5M   50     10     40     30     30     20     -1     0      0      0      1        0      0.0% -13.53    
5M   50     10     40     100    10     10     0      1      0      0      1        0      0.0% -0.14     
5M   50     10     50     10     20     10     0      0      1      1      1        0      0.0% -9.59     
5M   50     10     50     20     20     20     1      0      0      0      1        0      0.0% -9.69     
5M   50     10     50     50     50     50     -1     0      0      0      1        0      0.0% -0.54     
5M   50     10     50     50     50     50     0      0      0      0      1        0      0.0% -6.50     
5M   50     10     50     50     50     50     1      0      1      1      1        1      100.0% 0.11      
5M   50     10     60     10     20     20     0      -1     0      0      1        0      0.0% -14.16    
5M   50     10     60     30     10     10     0      0      0      0      1        0      0.0% -6.93     
5M   50     10     90     10     10     40     0      0      0      0      1        0      0.0% -6.92     
5M   50     10     90     10     60     10     -1     0      0      0      1        0      0.0% -9.59     
5M   50     10     90     50     30     20     1      0      0      0      1        0      0.0% -1.21     
5M   50     10     100    30     10     20     0      0      0      0      1        0      0.0% -7.00     
5M   50     10     100    100    70     80     1      0      1      1      1        0      0.0% -9.97     
5M   50     10     100    100    70     100    0      0      -1     -1     1        0      0.0% -6.95     
5M   50     10     100    100    100    100    0      0      0      0      1        0      0.0% -9.35     
5M   60     10     10     60     80     30     0      0      0      0      1        0      0.0% -7.00     
5M   60     10     10     80     100    50     -1     0      0      0      1        0      0.0% -0.42     
5M   60     10     10     100    100    90     0      1      0      0      1        0      0.0% -1.09     
5M   60     10     20     10     70     50     0      0      0      0      1        0      0.0% -0.97     
5M   60     10     30     50     80     90     -1     0      1      1      1        0      0.0% -0.50     
5M   60     10     40     10     10     40     0      0      0      0      1        0      0.0% -9.36     
5M   60     10     60     10     10     100    0      0      0      0      1        0      0.0% -9.60     
5M   60     10     100    60     100    50     0      0      0      0      1        0      0.0% -6.95     
5M   70     10     10     60     100    10     0      0      0      0      1        1      100.0% 24.19     
5M   70     10     10     100    100    60     1      1      -1     -1     1        1      100.0% 0.34      
5M   70     10     10     100    100    100    -1     0      1      1      1        0      0.0% -0.23     
5M   70     10     50     30     10     10     0      0      0      0      1        0      0.0% -1.17     
5M   70     10     90     30     10     50     0      0      0      0      1        0      0.0% -0.29     
5M   70     10     100    10     100    50     0      0      0      0      1        0      0.0% -2.76     
5M   80     10     10     10     10     100    0      0      1      1      1        0      0.0% -0.38     
5M   80     10     10     30     20     80     0      -1     0      0      1        0      0.0% -6.93     
5M   80     10     10     50     30     10     0      0      0      0      1        0      0.0% -0.97     
5M   80     10     10     70     100    90     -1     0      0      0      1        0      0.0% -0.94     
5M   80     10     20     70     60     40     1      0      0      0      1        1      100.0% 477.51    
5M   80     10     50     30     30     20     0      0      0      0      1        0      0.0% -14.59    
5M   80     10     60     10     80     20     1      0      0      0      1        0      0.0% -1.21     
5M   90     10     10     60     60     30     -1     0      0      0      1        0      0.0% -13.51    
5M   90     10     10     100    100    100    0      0      0      0      1        0      0.0% -0.43     
5M   90     10     70     10     10     30     0      1      0      0      1        0      0.0% -1.09     
5M   90     30     20     70     50     80     1      0      1      1      1        0      0.0% -0.30     
5M   100    10     10     10     10     30     -1     0      0      0      1        0      0.0% -0.44     
5M   100    10     10     10     100    100    0      0      0      0      2        0      0.0% -1.50     
5M   100    10     10     10     100    100    0      1      0      0      1        0      0.0% -1.07     
5M   100    10     10     20     100    90     -1     0      0      0      1        0      0.0% -6.50     
5M   100    10     10     40     90     80     1      1      0      0      1        0      0.0% -14.40    
5M   100    10     10     50     30     100    0      0      0      0      1        0      0.0% -6.46     
5M   100    10     10     70     80     60     -1     0      0      0      1        0      0.0% -13.51    
5M   100    10     10     100    100    100    0      0      0      0      1        0      0.0% -1.20     
5M   100    10     10     100    100    100    1      0      0      0      1        0      0.0% -1.17     
5M   100    10     10     100    100    100    1      0      1      1      1        0      0.0% -0.46     
5M   100    10     20     10     100    90     0      -1     0      0      1        0      0.0% -1.73     
5M   100    10     30     10     100    100    0      0      0      0      1        1      100.0% 384.66    
5M   100    10     40     10     100    100    0      0      0      0      1        0      0.0% -9.36     
5M   100    10     40     100    10     60     0      0      0      0      1        1      100.0% 2282.99   
5M   100    10     50     10     10     100    0      0      0      0      1        1      100.0% 358.71    
5M   100    10     50     50     80     90     0      0      0      0      1        0      0.0% -0.94     
5M   100    10     60     10     10     100    0      0      0      0      1        0      0.0% -6.73     
5M   100    10     70     30     80     50     1      0      0      0      1        0      0.0% -1.19     
5M   100    10     80     10     60     100    0      1      0      0      1        0      0.0% -9.60     
5M   100    10     90     10     60     50     0      0      0      0      1        0      0.0% -0.37     
5M   100    10     90     50     100    100    0      0      0      0      1        0      0.0% -1.11     
5M   100    10     90     100    100    80     0      0      1      1      1        0      0.0% -9.97     
5M   100    10     100    30     60     100    0      0      -1     -1     1        0      0.0% -0.62     
5M   100    10     100    30     100    100    0      0      0      0      1        0      0.0% -0.19     
5M   100    10     100    50     80     50     1      -1     0      0      1        0      0.0% -0.77     
5M   100    10     100    50     90     100    -1     0      1      1      1        0      0.0% -8.52     
5M   100    10     100    100    100    100    -1     -1     1      1      1        0      0.0% -1.04     
5M   100    10     100    100    100    100    0      0      0      0      1        0      0.0% -5.17     
5M   100    20     10     100    100    100    1      0      -1     -1     1        1      100.0% 0.26      
5M   100    50     100    80     100    100    1      1      0      0      1        1      100.0% 0.46      


=== INDIVIDUAL DIMENSION PERFORMANCE ===

--- Dimension: ATR_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         46         8          17.4        % 4009.74   
20         10         1          10.0        % 1035.39   
30         6          1          16.7        % 553.19    
40         10         2          20.0        % 683.38    
50         19         1          5.3         % -137.40   
60         8          0          0.0         % -35.89    
70         6          2          33.3        % 20.08     
80         7          1          14.3        % 452.50    
90         4          0          0.0         % -15.34    
100        31         5          16.1        % 2923.07   

--- Dimension: VOLUME_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         141        19         13.5        % 9496.65   
20         4          1          25.0        % -8.08     
30         1          0          0.0         % -0.30     
50         1          1          100.0       % 0.46      

--- Dimension: RSI_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         49         5          10.2        % 657.49    
20         7          2          28.6        % 1188.73   
30         8          2          25.0        % 1447.83   
40         8          2          25.0        % 3629.78   
50         16         4          25.0        % 2943.95   
60         8          0          0.0         % -52.95    
70         7          0          0.0         % -47.01    
80         4          0          0.0         % -51.67    
90         9          0          0.0         % -50.79    
100        31         6          19.4        % -176.61   

--- Dimension: ADX_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         43         7          16.3        % 4533.33   
20         9          0          0.0         % -50.37    
30         15         0          0.0         % -67.26    
40         2          0          0.0         % -21.33    
50         14         1          7.1         % -77.44    
60         8          2          25.0        % 1061.12   
70         9          1          11.1        % 392.43    
80         7          1          14.3        % -42.06    
90         1          0          0.0         % -6.72     
100        39         9          23.1        % 3767.03   

--- Dimension: EMA_DIST_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         37         5          13.5        % 4032.64   
20         11         1          9.1         % 1206.87   
30         9          1          11.1        % 659.38    
40         7          3          42.9        % 3061.31   
50         14         1          7.1         % -91.41    
60         10         1          10.0        % 420.56    
70         7          0          0.0         % -31.37    
80         9          0          0.0         % -34.96    
90         3          0          0.0         % -29.84    
100        40         9          22.5        % 295.55    

--- Dimension: BBW_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         40         6          15.0        % 1474.79   
20         17         2          11.8        % 2177.55   
30         12         0          0.0         % -82.04    
40         10         3          30.0        % 1147.89   
50         13         2          15.4        % 1379.70   
60         6          2          33.3        % 2255.01   
70         2          0          0.0         % -7.84     
80         7          0          0.0         % -60.63    
90         6          0          0.0         % -11.70    
100        34         6          17.6        % 1216.02   

--- Dimension: RANGE_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         25         0          0.0         % -116.63   
0          93         13         14.0        % 9273.82   
1          29         8          27.6        % 331.54    

--- Dimension: BREAKOUT_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         11         2          18.2        % 491.13    
0          119        15         12.6        % 7701.53   
1          17         4          23.5        % 1296.07   

--- Dimension: RETEST_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         7          4          57.1        % -12.24    
0          120        14         11.7        % 9594.33   
1          20         3          15.0        % -93.36    

--- Dimension: SIGNAL_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         7          4          57.1        % -12.24    
0          120        14         11.7        % 9594.33   
1          20         3          15.0        % -93.36    
