=== DECILE_WINRATE_REPORT ===
Generated: 2026-03-27 21:57:18
ST   ATR    Vol    RSI    ADX    EMA    BBW    R_BSP  B_BSP  RT_BSP S_BSP  Total    Wins   Win Rate   PnL       
5M   10     10     90     10     10     10     0      0      -1     -1     1        0      0.0% -0.18     
5M   10     10     90     50     40     20     0      -1     0      0      1        0      0.0% -0.23     
5M   10     10     90     60     10     10     0      0      0      0      1        0      0.0% -0.88     
5M   10     10     90     100    10     10     -1     0      1      1      1        0      0.0% -0.35     
5M   10     10     100    10     10     10     -1     0      -1     -1     1        0      0.0% -0.33     
5M   10     10     100    10     10     10     -1     0      0      0      1        1      100.0% 0.56      
5M   10     10     100    10     10     10     -1     1      0      0      1        0      0.0% -0.14     
5M   10     10     100    10     10     10     0      -1     0      0      1        0      0.0% -0.98     
5M   10     10     100    10     10     10     0      0      0      0      3        0      0.0% -0.46     
5M   10     10     100    10     10     10     1      0      0      0      1        0      0.0% -0.31     
5M   10     10     100    10     10     10     1      0      1      1      1        1      100.0% 0.08      
5M   10     10     100    10     10     20     1      -1     0      0      1        0      0.0% -0.52     
5M   10     10     100    10     40     10     1      0      0      0      1        0      0.0% -0.09     
5M   10     10     100    20     10     10     0      0      0      0      1        0      0.0% -0.00     
5M   10     10     100    20     10     10     1      0      0      0      1        1      100.0% 0.38      
5M   10     10     100    30     10     10     0      -1     -1     -1     1        0      0.0% -0.35     
5M   10     10     100    30     10     10     0      0      0      0      1        0      0.0% -0.62     
5M   10     10     100    30     10     10     1      -1     0      0      1        0      0.0% -0.25     
5M   10     10     100    40     10     10     -1     0      0      0      1        0      0.0% -0.08     
5M   10     10     100    40     10     10     0      0      -1     -1     1        0      0.0% -0.42     
5M   10     10     100    40     10     10     0      1      0      0      1        1      100.0% 0.47      
5M   10     10     100    70     10     10     -1     0      0      0      1        0      0.0% -0.05     
5M   10     10     100    70     30     10     0      0      0      0      1        1      100.0% 0.01      
5M   10     10     100    90     10     10     0      0      0      0      1        0      0.0% -0.03     
5M   10     10     100    90     10     10     1      0      0      0      1        1      100.0% 0.05      
5M   10     10     100    100    10     10     0      0      0      0      1        0      0.0% -0.97     
5M   10     10     100    100    10     10     0      1      0      0      1        0      0.0% -0.32     
5M   10     10     100    100    10     10     1      0      1      1      1        1      100.0% 0.28      
5M   10     10     100    100    20     10     -1     0      0      0      1        0      0.0% -0.36     
5M   10     10     100    100    20     20     0      0      0      0      1        0      0.0% -0.26     
5M   10     10     100    100    30     20     0      0      0      0      1        0      0.0% -0.20     
5M   10     10     100    100    40     10     0      0      0      0      1        0      0.0% -0.52     
5M   10     10     100    100    50     10     0      -1     0      0      1        0      0.0% -0.83     
5M   10     10     100    100    60     10     1      -1     1      1      1        0      0.0% -0.32     
5M   10     10     100    100    70     10     0      1      -1     -1     1        1      100.0% 0.60      
5M   10     10     100    100    70     10     1      -1     0      0      1        0      0.0% -0.22     
5M   10     10     100    100    80     10     0      0      1      1      1        1      100.0% 0.04      
5M   10     10     100    100    100    100    0      -1     0      0      1        1      100.0% 0.06      
5M   10     10     100    100    100    100    0      0      1      1      1        0      0.0% -0.35     
5M   10     20     80     80     100    10     0      0      -1     -1     1        1      100.0% 0.05      
5M   10     20     100    10     10     10     1      -1     1      1      1        1      100.0% 0.08      
5M   10     20     100    60     10     10     0      0      -1     -1     1        0      0.0% -0.10     
5M   10     40     20     100    10     40     -1     0      0      0      1        1      100.0% 0.15      
5M   20     10     10     10     10     10     0      0      0      0      1        0      0.0% -0.70     
5M   20     10     10     50     30     20     -1     0      0      0      1        0      0.0% -0.13     
5M   20     10     10     100    30     40     0      1      0      0      1        0      0.0% -0.14     
5M   20     10     20     10     30     30     1      0      0      0      1        0      0.0% -0.99     
5M   20     10     50     50     10     10     0      0      0      0      1        0      0.0% -0.34     
5M   20     10     60     10     10     20     1      0      0      0      1        0      0.0% -0.00     
5M   20     10     70     20     20     10     0      -1     0      0      1        1      100.0% 0.13      
5M   20     10     80     10     10     10     0      0      0      0      1        0      0.0% -0.94     
5M   20     10     80     100    10     10     0      0      0      0      1        0      0.0% -0.13     
5M   20     10     90     10     10     10     1      1      0      0      1        0      0.0% -0.43     
5M   20     10     90     10     30     10     1      0      0      0      1        1      100.0% 0.06      
5M   20     10     100    10     10     10     0      0      0      0      1        1      100.0% 0.03      
5M   20     10     100    10     20     10     1      0      -1     -1     1        0      0.0% -0.28     
5M   20     10     100    10     100    30     0      0      0      0      1        0      0.0% -0.25     
5M   20     10     100    30     40     10     0      0      0      0      1        0      0.0% -0.97     
5M   20     10     100    50     20     10     0      0      -1     -1     1        0      0.0% -0.80     
5M   20     10     100    80     10     20     0      0      0      0      1        0      0.0% -0.14     
5M   20     10     100    100    100    20     0      -1     0      0      1        0      0.0% -0.20     
5M   20     10     100    100    100    40     -1     0      0      0      1        0      0.0% -0.57     
5M   20     20     90     20     10     10     1      0      0      0      1        1      100.0% 0.03      
5M   30     10     10     10     20     100    1      0      0      0      1        0      0.0% -0.44     
5M   30     10     10     80     100    50     0      0      0      0      1        1      100.0% 0.13      
5M   30     10     10     90     40     100    -1     0      -1     -1     1        0      0.0% -0.43     
5M   30     10     60     10     20     40     0      1      0      0      1        0      0.0% -0.32     
5M   30     10     70     10     10     20     1      0      1      1      1        1      100.0% 0.02      
5M   30     10     80     10     10     10     1      0      0      0      1        0      0.0% -0.23     
5M   30     10     100    100    30     10     -1     0      -1     -1     1        1      100.0% 0.79      
5M   30     10     100    100    50     30     1      -1     0      0      1        0      0.0% -0.26     
5M   30     30     80     10     10     10     0      0      0      0      1        0      0.0% -0.12     
5M   40     10     10     80     70     100    0      0      0      0      1        0      0.0% -0.40     
5M   40     10     20     70     10     10     0      0      0      0      1        0      0.0% -0.22     
5M   40     10     20     100    30     10     0      1      0      0      1        1      100.0% 0.31      
5M   40     10     30     10     10     10     -1     1      0      0      1        0      0.0% -0.45     
5M   40     10     40     10     10     10     1      -1     0      0      1        0      0.0% -0.23     
5M   40     10     60     10     10     10     -1     0      0      0      1        0      0.0% -0.25     
5M   40     10     60     50     10     100    0      -1     -1     -1     1        1      100.0% 0.10      
5M   40     10     70     10     10     50     0      0      0      0      1        1      100.0% 0.24      
5M   40     10     90     40     70     90     0      0      0      0      1        0      0.0% -0.68     
5M   40     10     100    10     100    10     0      1      1      1      1        0      0.0% -0.31     
5M   40     10     100    20     40     10     -1     0      0      0      1        0      0.0% -0.30     
5M   40     20     50     20     20     20     1      0      0      0      1        0      0.0% -0.20     
5M   40     100    40     60     20     70     0      0      1      1      1        0      0.0% -0.17     
5M   50     10     10     40     10     20     0      0      0      0      1        0      0.0% -0.97     
5M   50     10     20     10     10     50     1      1      0      0      1        0      0.0% -0.25     
5M   50     10     30     20     10     40     0      0      0      0      1        0      0.0% -0.11     
5M   50     10     40     10     10     90     0      0      0      0      1        0      0.0% -0.56     
5M   50     10     50     50     50     50     0      0      0      0      1        1      100.0% 0.37      
5M   50     10     50     50     50     50     1      0      1      1      1        0      0.0% -0.36     
5M   50     10     60     10     10     20     -1     -1     0      0      1        0      0.0% -0.37     
5M   50     10     100    10     10     40     1      -1     0      0      1        1      100.0% 0.03      
5M   50     10     100    100    10     10     1      0      0      0      1        0      0.0% -0.19     
5M   50     10     100    100    90     30     0      0      1      1      1        1      100.0% 0.01      
5M   50     10     100    100    100    90     0      0      0      0      1        0      0.0% -0.79     
5M   50     30     60     10     60     10     1      0      1      1      1        1      100.0% 0.08      
5M   60     10     10     30     30     100    0      0      0      0      1        0      0.0% -0.11     
5M   60     10     10     70     10     30     0      0      0      0      1        0      0.0% -0.99     
5M   60     10     30     50     10     40     1      0      0      0      1        0      0.0% -0.17     
5M   60     10     40     40     40     50     -1     0      -1     -1     1        1      100.0% 0.52      
5M   60     10     50     40     50     10     1      -1     1      1      1        0      0.0% -0.25     
5M   60     10     80     100    10     30     0      0      0      0      1        0      0.0% -0.09     
5M   60     10     90     30     10     50     0      0      0      0      1        0      0.0% -0.86     
5M   60     10     100    70     10     40     -1     1      0      0      1        0      0.0% -0.10     
5M   70     10     60     40     90     40     0      0      0      0      1        0      0.0% -0.92     
5M   70     10     100    10     10     50     0      0      0      0      1        1      100.0% 0.20      
5M   70     10     100    10     30     50     1      -1     0      0      1        1      100.0% 1.22      
5M   80     10     10     10     50     90     -1     1      0      0      1        0      0.0% -0.65     
5M   80     10     100    100    80     10     0      0      1      1      1        0      0.0% -0.22     
5M   80     20     30     100    30     50     1      0      0      0      1        0      0.0% -0.27     
5M   90     10     40     10     60     20     -1     0      -1     -1     1        0      0.0% -0.19     
5M   90     10     50     60     100    100    -1     0      0      0      1        0      0.0% -0.26     
5M   90     10     60     80     100    40     -1     0      0      0      1        0      0.0% -0.20     
5M   90     10     100    10     90     30     1      -1     1      1      1        0      0.0% -0.35     
5M   100    10     10     10     10     70     0      0      0      0      1        0      0.0% -0.72     
5M   100    10     10     10     10     100    -1     0      0      0      1        0      0.0% -0.71     
5M   100    10     10     10     10     100    1      0      0      0      1        0      0.0% -0.65     
5M   100    10     10     10     80     100    0      0      0      0      1        0      0.0% -0.65     
5M   100    10     10     10     100    100    0      0      0      0      1        0      0.0% -0.57     
5M   100    10     10     30     100    60     0      0      0      0      1        0      0.0% -0.70     
5M   100    10     10     50     20     30     0      0      0      0      1        0      0.0% -0.14     
5M   100    10     10     90     10     80     1      1      0      0      1        0      0.0% -0.39     
5M   100    10     10     100    100    100    -1     0      -1     -1     1        1      100.0% 0.27      
5M   100    10     10     100    100    100    0      0      0      0      1        0      0.0% -0.61     
5M   100    10     10     100    100    100    1      0      0      0      1        0      0.0% -0.22     
5M   100    10     20     10     80     100    1      0      0      0      1        0      0.0% -0.65     
5M   100    10     30     10     50     100    -1     -1     0      0      1        0      0.0% -0.27     
5M   100    10     30     50     80     100    0      0      0      0      1        0      0.0% -0.17     
5M   100    10     40     100    50     100    1      0      0      0      1        0      0.0% -0.26     
5M   100    10     50     20     20     100    0      1      1      1      1        0      0.0% -0.65     
5M   100    10     50     50     100    100    0      0      0      0      1        1      100.0% 0.02      
5M   100    10     80     10     100    100    0      0      0      0      1        0      0.0% -0.42     
5M   100    10     90     40     100    60     0      0      0      0      1        0      0.0% -0.32     
5M   100    10     100    10     10     100    1      0      0      0      1        0      0.0% -0.35     
5M   100    10     100    10     20     100    1      0      0      0      1        0      0.0% -0.32     
5M   100    10     100    60     100    70     0      0      0      0      1        1      100.0% 0.13      
5M   100    10     100    70     100    100    0      1      0      0      1        1      100.0% 0.03      
5M   100    10     100    90     100    100    1      0      1      1      1        1      100.0% 0.09      
5M   100    10     100    100    30     100    0      0      0      0      1        0      0.0% -0.19     
5M   100    10     100    100    100    10     1      0      0      0      1        0      0.0% -0.54     
5M   100    10     100    100    100    100    0      0      0      0      1        0      0.0% -0.25     
5M   100    10     100    100    100    100    1      0      -1     -1     1        1      100.0% 0.30      
5M   100    20     10     30     100    100    0      0      1      1      1        1      100.0% 0.30      
5M   100    20     10     100    100    100    1      0      0      0      1        0      0.0% -0.48     
5M   100    30     80     100    60     70     1      0      1      1      1        0      0.0% -0.73     
5M   100    30     90     80     100    100    0      -1     -1     -1     1        0      0.0% -0.48     


=== INDIVIDUAL DIMENSION PERFORMANCE ===

--- Dimension: ATR_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         111        28         25.2        % -22.54    
20         21         5          23.8        % -6.00     
30         12         3          25.0        % -2.32     
40         15         3          20.0        % -3.05     
50         13         4          30.8        % -3.27     
60         9          1          11.1        % -2.50     
70         3          2          66.7        % 0.50      
80         3          0          0.0         % -1.13     
90         4          0          0.0         % -1.00     
100        37         9          24.3        % -10.13    

--- Dimension: VOLUME_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         210        47         22.4        % -49.56    
20         10         6          60.0        % 0.33      
30         5          1          20.0        % -1.48     
40         1          1          100.0       % 0.15      
60         1          0          0.0         % -0.71     
100        1          0          0.0         % -0.17     

--- Dimension: RSI_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         50         9          18.0        % -16.90    
20         11         4          36.4        % -2.28     
30         13         4          30.8        % -0.90     
40         15         3          20.0        % -2.24     
50         14         2          14.3        % -4.18     
60         18         3          16.7        % -4.74     
70         9          4          44.4        % -1.00     
80         11         2          18.2        % -3.30     
90         14         2          14.3        % -4.87     
100        73         22         30.1        % -11.01    

--- Dimension: ADX_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         78         17         21.8        % -18.80    
20         10         4          40.0        % -0.85     
30         16         4          25.0        % -4.22     
40         15         3          20.0        % -5.34     
50         15         5          33.3        % -1.42     
60         14         2          14.3        % -3.55     
70         10         2          20.0        % -2.99     
80         9          3          33.3        % -0.87     
90         8          3          37.5        % -1.52     
100        53         12         22.6        % -11.88    

--- Dimension: EMA_DIST_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         108        26         24.1        % -24.75    
20         21         2          9.5         % -6.27     
30         19         6          31.6        % -1.84     
40         14         2          14.3        % -3.61     
50         10         1          10.0        % -3.16     
60         6          1          16.7        % -1.55     
70         5          1          20.0        % -0.79     
80         7          1          14.3        % -2.55     
90         5          3          60.0        % -0.97     
100        33         12         36.4        % -5.95     

--- Dimension: BBW_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         126        30         23.8        % -27.86    
20         20         3          15.0        % -3.96     
30         10         2          20.0        % -3.30     
40         11         2          18.2        % -2.91     
50         11         6          54.5        % 0.77      
60         3          0          0.0         % -1.30     
70         4          1          25.0        % -1.48     
80         2          1          50.0        % -0.25     
90         5          0          0.0         % -2.94     
100        36         10         27.8        % -8.20     

--- Dimension: RANGE_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         45         9          20.0        % -7.81     
0          116        24         20.7        % -34.35    
1          67         22         32.8        % -9.27     

--- Dimension: BREAKOUT_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         29         9          31.0        % -4.02     
0          174        41         23.6        % -42.32    
1          25         5          20.0        % -5.09     

--- Dimension: RETEST_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         25         12         48.0        % 1.52      
0          168        30         17.9        % -46.66    
1          35         13         37.1        % -6.29     

--- Dimension: SIGNAL_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         25         12         48.0        % 1.52      
0          168        30         17.9        % -46.66    
1          35         13         37.1        % -6.29     
