=== DECILE_WINRATE_REPORT ===
Generated: 2026-03-24 01:43:35
ST   ATR    Vol    RSI    ADX    EMA    BBW    R_BSP  B_BSP  RT_BSP S_BSP  Total    Wins   Win Rate   PnL       
15M  60     20     40     30     10     70     0      -1     0      0      1        0      0.0% -1.00     
15M  60     20     70     50     50     50     0      -1     1      1      1        0      0.0% -0.30     
15M  60     20     80     50     80     50     0      -1     0      0      1        0      0.0% -0.28     
15M  60     20     80     50     100    60     -1     1      0      0      1        1      100.0% 0.48      
15M  60     30     40     20     20     40     1      0      1      1      1        0      0.0% -0.45     
15M  60     30     40     40     10     90     1      1      0      0      1        0      0.0% -0.46     
15M  60     30     80     80     90     60     0      1      0      0      1        0      0.0% -0.48     
15M  60     30     90     70     80     60     1      1      0      0      1        1      100.0% 0.01      
15M  60     30     90     90     100    100    1      1      -1     -1     1        0      0.0% -0.75     
15M  60     40     20     80     100    60     0      0      1      1      1        0      0.0% -0.74     
15M  60     50     60     10     40     50     1      0      -1     -1     1        0      0.0% -0.63     
15M  60     50     60     20     30     40     1      0      1      1      1        0      0.0% -0.11     
15M  60     100    100    90     100    100    1      -1     0      0      1        0      0.0% -0.23     
15M  70     20     10     80     30     30     -1     -1     0      0      1        1      100.0% 0.49      
15M  70     20     10     80     100    60     0      -1     1      1      1        0      0.0% -0.99     
15M  70     20     40     30     10     70     0      0      -1     -1     1        0      0.0% -0.52     
15M  70     20     50     40     100    60     -1     1      0      0      1        0      0.0% -0.80     
15M  70     20     60     70     80     100    0      0      1      1      1        0      0.0% -0.99     
15M  70     20     70     100    80     90     -1     0      -1     -1     1        1      100.0% 0.26      
15M  70     20     80     80     100    90     0      1      -1     -1     1        0      0.0% -0.58     
15M  70     20     80     90     90     60     -1     -1     0      0      1        1      100.0% 0.04      
15M  70     20     100    80     80     90     0      0      1      1      1        0      0.0% -0.36     
15M  70     30     20     70     50     90     1      0      -1     -1     1        0      0.0% -0.43     
15M  70     30     30     60     60     40     -1     0      -1     -1     1        0      0.0% -0.91     
15M  70     30     40     30     30     50     -1     -1     -1     -1     1        1      100.0% 0.11      
15M  70     30     50     10     60     60     0      1      -1     -1     1        1      100.0% 0.33      
15M  70     30     60     20     20     20     -1     0      1      1      1        0      0.0% -0.42     
15M  70     40     20     80     100    70     0      1      0      0      1        0      0.0% -0.14     
15M  70     40     60     10     10     40     -1     1      -1     -1     1        1      100.0% 0.07      
15M  70     70     40     20     60     30     -1     -1     0      0      1        1      100.0% 0.15      
15M  70     80     80     90     100    50     1      1      0      0      1        1      100.0% 0.07      
15M  80     20     30     50     40     50     -1     1      0      0      1        1      100.0% 0.17      
15M  80     20     30     60     50     90     0      1      0      0      1        0      0.0% -0.39     
15M  80     20     30     90     60     100    1      1      1      1      1        0      0.0% -0.55     
15M  80     20     40     30     60     50     -1     0      -1     -1     1        0      0.0% -0.38     
15M  80     20     40     50     20     80     -1     0      1      1      1        0      0.0% -0.18     
15M  80     20     40     50     100    90     -1     1      0      0      1        1      100.0% 0.47      
15M  80     20     50     30     10     90     0      -1     0      0      1        1      100.0% 0.48      
15M  80     20     60     30     20     70     0      1      0      0      1        1      100.0% 0.02      
15M  80     20     60     40     10     60     -1     1      -1     -1     1        1      100.0% 0.40      
15M  80     20     60     50     80     70     0      -1     0      0      1        0      0.0% -0.14     
15M  80     20     80     40     80     40     1      1      0      0      1        0      0.0% -0.19     
15M  80     20     80     70     80     80     0      1      -1     -1     1        0      0.0% -0.90     
15M  80     20     90     30     100    70     1      1      0      0      1        1      100.0% 0.05      
15M  80     20     90     60     90     100    -1     0      1      1      1        1      100.0% 0.36      
15M  80     20     100    30     100    60     0      -1     0      0      1        0      0.0% -0.53     
15M  80     30     30     50     70     50     -1     0      -1     -1     1        1      100.0% 1.92      
15M  80     30     40     10     70     60     0      0      -1     -1     1        1      100.0% 0.14      
15M  80     30     90     90     70     60     -1     -1     1      1      1        0      0.0% -0.27     
15M  80     40     60     10     90     40     0      0      -1     -1     1        0      0.0% -0.39     
15M  80     40     80     50     10     60     0      0      -1     -1     1        0      0.0% -0.15     
15M  80     50     20     10     30     90     0      1      0      0      1        1      100.0% 0.42      
15M  90     20     20     60     80     90     0      0      1      1      1        0      0.0% -0.70     
15M  90     20     40     30     30     40     -1     -1     0      0      1        0      0.0% -0.25     
15M  90     20     70     90     100    90     0      0      1      1      1        0      0.0% -0.51     
15M  90     20     80     50     90     70     0      -1     0      0      1        0      0.0% -0.44     
15M  90     20     90     70     90     100    -1     0      1      1      1        1      100.0% 0.24      
15M  90     30     20     40     100    90     0      1      -1     -1     1        1      100.0% 1.00      
15M  90     30     80     60     30     80     0      0      -1     -1     1        0      0.0% -0.39     
15M  90     40     10     80     100    100    0      -1     -1     -1     1        1      100.0% 0.95      
15M  100    20     10     80     100    90     -1     0      1      1      1        1      100.0% 0.17      
15M  100    20     50     30     10     80     -1     1      1      1      1        1      100.0% 0.83      
15M  100    20     60     30     20     80     1      -1     0      0      1        0      0.0% -0.93     
15M  100    20     60     40     100    100    1      1      0      0      1        0      0.0% -0.98     
15M  100    20     70     30     90     40     0      -1     0      0      1        1      100.0% 1.23      
15M  100    20     70     50     90     100    0      0      1      1      1        0      0.0% -0.93     
15M  100    20     70     80     80     100    0      1      1      1      1        1      100.0% 0.17      
15M  100    20     80     50     100    100    0      0      1      1      1        0      0.0% -1.00     
15M  100    20     80     70     60     60     0      1      1      1      1        1      100.0% 0.15      
15M  100    20     90     50     100    80     1      0      1      1      1        1      100.0% 0.19      
15M  100    20     90     50     100    100    1      0      1      1      1        1      100.0% 0.11      
15M  100    20     90     100    100    100    0      -1     0      0      1        0      0.0% -0.69     
15M  100    20     100    60     100    60     0      1      0      0      1        1      100.0% 0.33      
15M  100    30     50     30     70     80     0      0      -1     -1     1        0      0.0% -0.88     
15M  100    30     70     30     100    100    1      -1     0      0      1        1      100.0% 0.46      
15M  100    30     90     80     70     100    0      0      1      1      1        1      100.0% 0.16      
15M  100    30     100    90     100    100    0      -1     0      0      1        1      100.0% 0.68      
15M  100    40     10     70     100    100    0      0      1      1      1        1      100.0% 0.77      
15M  100    40     40     30     80     50     1      1      0      0      1        1      100.0% 0.01      
15M  100    40     70     20     50     80     1      1      0      0      1        0      0.0% -0.90     
15M  100    40     80     50     80     100    1      0      1      1      1        1      100.0% 0.12      
15M  100    40     100    80     100    90     0      1      -1     -1     1        0      0.0% -0.99     
15M  100    50     30     50     90     40     0      -1     0      0      1        1      100.0% 0.11      
15M  100    50     40     10     40     70     -1     -1     0      0      1        1      100.0% 0.18      
15M  100    50     90     50     100    90     0      0      -1     -1     1        0      0.0% -0.89     
15M  100    50     100    100    100    100    -1     1      0      0      1        1      100.0% 0.21      
15M  100    60     30     50     30     90     1      -1     1      1      1        1      100.0% 0.46      
15M  100    60     90     80     100    100    0      0      1      1      1        0      0.0% -0.90     
15M  100    70     80     50     100    100    0      -1     0      0      1        1      100.0% 0.49      
15M  100    100    20     80     70     50     1      0      1      1      1        1      100.0% 0.17      
15M  100    100    20     90     100    100    0      1      0      0      1        1      100.0% 0.28      
15M  100    100    30     60     100    40     -1     -1     0      0      1        1      100.0% 0.23      
15M  100    100    80     50     100    100    0      1      0      0      1        1      100.0% 1.15      
15M  100    100    100    90     100    100    0      -1     0      0      1        1      100.0% 0.33      


=== INDIVIDUAL DIMENSION PERFORMANCE ===

--- Dimension: ATR_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
20         1          0          0.0         % -0.16     
30         8          4          50.0        % -0.73     
40         18         9          50.0        % -1.85     
50         25         13         52.0        % -2.66     
60         28         8          28.6        % -8.67     
70         25         12         48.0        % -5.55     
80         33         19         57.6        % 0.58      
90         14         8          57.1        % 0.57      
100        49         34         69.4        % 0.57      

--- Dimension: VOLUME_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
20         107        55         51.4        % -10.98    
30         46         23         50.0        % -5.01     
40         19         9          47.4        % -2.83     
50         14         8          57.1        % -1.44     
60         3          2          66.7        % 0.41      
70         2          2          100.0       % 0.64      
80         1          1          100.0       % 0.07      
90         1          1          100.0       % 0.24      
100        8          6          75.0        % 1.00      

--- Dimension: RSI_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         19         13         68.4        % 0.36      
20         17         9          52.9        % -1.30     
30         14         9          64.3        % 1.01      
40         32         19         59.4        % -0.43     
50         11         7          63.6        % 1.17      
60         17         5          29.4        % -6.16     
70         22         11         50.0        % -2.07     
80         26         11         42.3        % -4.54     
90         25         13         52.0        % -4.07     
100        18         10         55.6        % -1.87     

--- Dimension: ADX_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         10         7          70.0        % -0.01     
20         10         3          30.0        % -2.40     
30         34         22         64.7        % 0.72      
40         23         9          39.1        % -3.54     
50         27         15         55.6        % -0.18     
60         18         10         55.6        % -1.43     
70         21         14         66.7        % -1.98     
80         29         12         41.4        % -6.18     
90         19         11         57.9        % -0.21     
100        10         4          40.0        % -2.70     

--- Dimension: EMA_DIST_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         13         6          46.2        % -1.06     
20         14         5          35.7        % -3.15     
30         15         9          60.0        % 2.04      
40         14         9          64.3        % -0.28     
50         15         6          40.0        % -3.83     
60         16         11         68.8        % -0.19     
70         14         6          42.9        % -3.18     
80         23         10         43.5        % -5.18     
90         15         9          60.0        % 0.49      
100        62         36         58.1        % -3.57     

--- Dimension: BBW_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         4          2          50.0        % -0.81     
20         9          3          33.3        % -0.68     
30         14         11         78.6        % 1.40      
40         31         17         54.8        % -1.28     
50         23         12         52.2        % -1.04     
60         24         12         50.0        % -5.35     
70         21         10         47.6        % -4.02     
80         12         6          50.0        % -1.59     
90         20         9          45.0        % -3.60     
100        43         25         58.1        % -0.94     

--- Dimension: RANGE_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         50         31         62.0        % 0.60      
0          102        53         52.0        % -9.74     
1          49         23         46.9        % -8.76     

--- Dimension: BREAKOUT_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         54         28         51.9        % -2.40     
0          78         34         43.6        % -15.74    
1          69         45         65.2        % 0.24      

--- Dimension: RETEST_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         59         27         45.8        % -10.57    
0          79         49         62.0        % 0.89      
1          63         31         49.2        % -8.22     

--- Dimension: SIGNAL_BSP ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
-1         59         27         45.8        % -10.57    
0          79         49         62.0        % 0.89      
1          63         31         49.2        % -8.22     
