=== DECILE_WINRATE_REPORT ===
Generated: 2026-03-24 10:40:35
ST   ATR    Vol    RSI    ADX    EMA    BBW    R_BSP  B_BSP  RT_BSP S_BSP  Total    Wins   Win Rate   PnL       
15M  70     20     20     90     100    100    0      1      1      1      1        1      100.0% 0.69      
15M  70     20     30     80     100    100    0      -1     0      0      1        1      100.0% 0.12      
15M  70     20     30     100    10     80     0      0      1      1      1        0      0.0% -0.94     
15M  70     20     50     30     50     70     1      -1     -1     -1     1        1      100.0% 0.16      
15M  70     20     50     30     50     70     1      1      0      0      1        0      0.0% -0.43     
15M  70     20     70     30     10     60     -1     0      -1     -1     1        1      100.0% 0.16      
15M  70     20     80     30     70     70     0      0      1      1      1        1      100.0% 0.05      
15M  70     20     80     40     30     30     1      1      -1     -1     1        0      0.0% -0.23     
15M  70     20     80     40     50     50     0      0      1      1      1        0      0.0% -0.19     
15M  70     20     90     90     100    100    0      0      -1     -1     1        1      100.0% 0.20      
15M  70     30     10     70     70     100    0      -1     -1     -1     1        1      100.0% 0.93      
15M  70     30     20     20     50     30     -1     -1     0      0      1        1      100.0% 0.09      
15M  70     30     30     60     90     100    0      -1     1      1      1        1      100.0% 0.43      
15M  70     30     30     70     80     90     -1     1      -1     -1     1        0      0.0% -0.26     
15M  70     30     40     20     70     60     0      0      1      1      1        1      100.0% 0.28      
15M  70     30     50     20     30     40     0      1      0      0      1        0      0.0% -0.18     
15M  70     30     50     20     60     60     1      0      -1     -1     1        0      0.0% -0.56     
15M  70     30     50     30     30     100    1      1      0      0      1        1      100.0% 0.19      
15M  70     30     60     10     20     70     -1     0      1      1      1        1      100.0% 0.14      
15M  70     40     20     50     90     90     0      -1     1      1      1        1      100.0% 0.28      
15M  70     40     30     80     70     80     -1     -1     0      0      1        0      0.0% -0.22     
15M  70     40     60     10     10     30     0      0      -1     -1     1        1      100.0% 0.09      
15M  70     40     60     30     30     50     -1     0      -1     -1     1        1      100.0% 0.25      
15M  70     40     90     80     60     60     -1     0      -1     -1     1        0      0.0% -0.40     
15M  70     40     90     80     90     70     0      0      -1     -1     1        1      100.0% 0.03      
15M  70     50     40     40     80     60     0      1      0      0      1        1      100.0% 0.08      
15M  70     50     50     10     40     50     0      0      1      1      1        0      0.0% -0.45     
15M  70     50     50     20     10     20     0      0      -1     -1     1        1      100.0% 0.04      
15M  70     50     70     50     70     90     0      0      1      1      1        1      100.0% 0.04      
15M  70     60     30     70     40     50     -1     -1     -1     -1     1        1      100.0% 0.03      
15M  70     60     60     20     20     50     -1     -1     0      0      1        0      0.0% -0.51     
15M  70     70     30     30     60     60     -1     1      0      0      1        1      100.0% 0.07      
15M  70     80     50     30     40     30     -1     -1     0      0      1        0      0.0% -0.24     
15M  70     80     100    100    100    90     0      -1     0      0      1        1      100.0% 1.54      
15M  70     100    50     20     10     50     1      0      -1     -1     1        0      0.0% -0.32     
15M  80     20     20     50     50     60     0      0      -1     -1     1        1      100.0% 0.92      
15M  80     20     20     80     40     70     1      1      -1     -1     1        0      0.0% -0.17     
15M  80     20     30     40     30     30     0      0      1      1      1        0      0.0% -0.50     
15M  80     20     30     40     80     80     -1     -1     -1     -1     1        1      100.0% 0.26      
15M  80     20     30     50     60     60     0      1      1      1      1        0      0.0% -0.33     
15M  80     20     30     50     90     80     0      0      -1     -1     1        1      100.0% 0.15      
15M  80     20     30     60     100    100    1      1      0      0      1        0      0.0% -0.37     
15M  80     20     30     70     80     70     0      -1     -1     -1     1        0      0.0% -0.37     
15M  80     20     40     30     10     30     1      0      -1     -1     1        1      100.0% 0.20      
15M  80     20     40     30     40     70     -1     1      0      0      1        0      0.0% -0.52     
15M  80     20     40     40     50     80     -1     1      0      0      1        1      100.0% 0.04      
15M  80     20     60     30     40     50     1      1      0      0      1        1      100.0% 0.29      
15M  80     20     60     60     50     40     -1     1      0      0      1        1      100.0% 0.01      
15M  80     20     70     30     50     50     1      -1     0      0      1        1      100.0% 0.04      
15M  80     20     70     50     30     70     0      0      1      1      1        1      100.0% 0.22      
15M  80     20     80     40     60     60     0      0      1      1      1        0      0.0% -0.74     
15M  80     20     80     50     10     80     -1     -1     1      1      1        0      0.0% -0.33     
15M  80     20     80     70     60     60     1      0      1      1      1        0      0.0% -0.30     
15M  80     30     10     100    50     90     0      1      -1     -1     1        1      100.0% 0.06      
15M  80     30     20     100    90     100    0      1      -1     -1     1        1      100.0% 0.18      
15M  80     30     40     10     30     70     0      1      0      0      1        1      100.0% 0.09      
15M  80     30     40     20     40     30     -1     -1     0      0      1        1      100.0% 0.05      
15M  80     30     60     10     20     40     1      0      1      1      1        0      0.0% -0.17     
15M  80     30     60     10     50     80     1      0      -1     -1     1        0      0.0% -0.60     
15M  80     30     60     20     60     50     -1     -1     1      1      1        0      0.0% -0.74     
15M  80     30     80     80     70     100    1      0      -1     -1     1        0      0.0% -0.52     
15M  80     30     80     80     100    100    -1     0      -1     -1     1        1      100.0% 0.51      
15M  80     30     90     90     70     70     -1     -1     1      1      1        1      100.0% 0.45      
15M  80     30     100    100    90     100    0      0      1      1      1        1      100.0% 0.02      
15M  80     40     10     70     80     100    0      0      1      1      1        0      0.0% -0.22     
15M  80     40     10     100    100    100    1      0      1      1      1        1      100.0% 1.57      
15M  80     40     20     40     90     60     -1     -1     0      0      1        1      100.0% 0.12      
15M  80     40     20     80     30     50     -1     -1     0      0      1        1      100.0% 0.60      
15M  80     40     40     30     40     30     0      0      1      1      1        0      0.0% -0.23     
15M  80     40     40     90     40     40     -1     0      1      1      1        0      0.0% -0.20     
15M  80     40     50     20     60     70     0      0      -1     -1     1        1      100.0% 0.04      
15M  80     50     30     40     70     40     1      0      1      1      1        1      100.0% 0.57      
15M  80     50     30     50     20     40     1      0      1      1      1        1      100.0% 0.39      
15M  80     50     30     50     60     80     -1     1      0      0      1        1      100.0% 0.08      
15M  80     50     40     40     20     70     1      -1     0      0      1        0      0.0% -0.30     
15M  80     50     50     30     60     60     0      0      1      1      1        1      100.0% 0.07      
15M  80     50     80     60     60     50     1      -1     0      0      1        1      100.0% 0.38      
15M  80     60     20     70     50     60     -1     -1     -1     -1     1        1      100.0% 0.40      
15M  80     60     40     20     20     70     -1     1      -1     -1     1        1      100.0% 0.18      
15M  80     60     60     20     10     60     -1     1      0      0      1        1      100.0% 0.08      
15M  80     60     80     30     60     30     0      1      0      0      1        0      0.0% -0.59     
15M  80     70     30     50     60     70     0      0      -1     -1     1        1      100.0% 0.09      
15M  80     100    10     90     90     90     0      1      0      0      1        0      0.0% -0.78     
15M  80     100    70     40     50     80     1      -1     0      0      1        1      100.0% 0.06      
15M  90     20     20     60     20     50     1      1      0      0      1        1      100.0% 0.04      
15M  90     20     40     30     40     50     0      0      -1     -1     1        1      100.0% 0.15      
15M  90     20     40     40     60     80     0      1      0      0      1        1      100.0% 0.10      
15M  90     20     40     50     80     80     -1     0      1      1      1        0      0.0% -0.92     
15M  90     20     50     30     10     60     -1     -1     -1     -1     1        1      100.0% 0.22      
15M  90     20     60     30     30     70     0      1      0      0      1        1      100.0% 0.17      
15M  90     20     60     30     30     80     -1     1      -1     -1     1        1      100.0% 0.25      
15M  90     20     60     40     70     80     1      -1     0      0      1        0      0.0% -0.35     
15M  90     20     60     50     40     90     1      1      0      0      1        1      100.0% 0.11      
15M  90     20     60     100    90     80     -1     0      1      1      1        0      0.0% -0.75     
15M  90     20     70     30     40     80     0      -1     0      0      1        0      0.0% -0.91     
15M  90     20     70     30     80     70     1      0      1      1      1        0      0.0% -0.23     
15M  90     20     70     40     50     60     1      -1     -1     -1     1        1      100.0% 0.11      
15M  90     30     20     100    90     80     -1     1      0      0      1        0      0.0% -0.42     
15M  90     30     40     10     20     50     -1     0      1      1      1        0      0.0% -0.12     
15M  90     30     40     40     80     100    0      0      1      1      1        1      100.0% 0.20      
15M  90     30     50     20     100    70     -1     0      1      1      1        1      100.0% 0.12      
15M  90     30     60     100    90     100    1      0      -1     -1     1        1      100.0% 0.24      
15M  90     30     70     20     60     40     1      0      -1     -1     1        1      100.0% 0.19      
15M  90     30     70     30     40     40     1      -1     1      1      1        0      0.0% -0.27     
15M  90     30     70     70     100    80     1      -1     0      0      1        0      0.0% -0.48     
15M  90     30     80     50     60     70     0      0      -1     -1     1        1      100.0% 0.12      
15M  90     30     80     60     70     80     -1     -1     0      0      1        0      0.0% -0.64     
15M  90     30     80     60     100    90     0      -1     0      0      1        0      0.0% -0.68     
15M  90     30     80     70     100    80     0      0      1      1      1        0      0.0% -0.68     
15M  90     30     90     80     100    90     0      0      1      1      1        1      100.0% 0.16      
15M  90     30     100    100    100    100    0      -1     0      0      1        0      0.0% -0.69     
15M  90     40     10     50     40     60     -1     0      -1     -1     1        1      100.0% 0.12      
15M  90     40     30     60     80     100    0      1      0      0      1        0      0.0% -0.45     
15M  90     40     40     10     50     50     -1     1      0      0      1        0      0.0% -0.73     
15M  90     40     100    100    90     100    0      0      1      1      1        0      0.0% -0.68     
15M  90     50     20     90     80     100    0      1      -1     -1     1        1      100.0% 0.04      
15M  90     50     30     50     80     90     -1     -1     0      0      1        0      0.0% -0.64     
15M  90     50     40     10     20     70     -1     0      1      1      1        0      0.0% -0.68     
15M  90     50     80     60     60     70     1      1      0      0      1        0      0.0% -0.62     
15M  90     50     80     60     100    100    0      0      -1     -1     1        0      0.0% -0.33     
15M  90     60     90     40     70     60     1      -1     -1     -1     1        1      100.0% 0.09      
15M  90     70     10     80     100    100    1      0      1      1      1        1      100.0% 0.29      
15M  90     70     60     80     90     100    1      0      -1     -1     1        1      100.0% 0.64      
15M  90     70     70     60     50     100    0      -1     0      0      1        1      100.0% 0.26      
15M  90     80     90     90     50     60     1      1      0      0      1        1      100.0% 0.17      
15M  90     100    30     50     60     60     0      0      1      1      1        0      0.0% -0.38     
15M  90     100    40     50     50     30     -1     1      0      0      1        1      100.0% 0.09      
15M  90     100    60     40     70     80     0      0      -1     -1     1        1      100.0% 0.06      
15M  90     100    70     20     20     90     0      0      -1     -1     1        1      100.0% 0.33      
15M  100    20     10     60     100    80     -1     -1     1      1      1        1      100.0% 0.38      
15M  100    20     20     30     100    100    0      1      0      0      1        1      100.0% 0.23      
15M  100    20     20     50     90     100    0      1      -1     -1     1        0      0.0% -0.96     
15M  100    20     20     60     100    100    0      1      0      0      1        1      100.0% 0.47      
15M  100    20     30     80     90     100    0      0      1      1      1        0      0.0% -0.63     
15M  100    20     40     40     10     80     -1     1      -1     -1     1        1      100.0% 0.54      
15M  100    20     40     50     60     60     -1     1      -1     -1     1        1      100.0% 0.06      
15M  100    20     40     50     60     100    -1     -1     0      0      1        1      100.0% 0.08      
15M  100    20     40     50     70     90     1      -1     0      0      1        1      100.0% 0.02      
15M  100    20     50     30     30     60     1      0      1      1      1        1      100.0% 0.19      
15M  100    20     50     30     50     70     1      1      0      0      1        0      0.0% -0.55     
15M  100    20     50     50     50     70     0      0      -1     -1     1        1      100.0% 0.12      
15M  100    20     50     50     60     60     -1     0      -1     -1     1        0      0.0% -0.46     
15M  100    20     50     50     80     100    0      0      -1     -1     1        0      0.0% -0.23     
15M  100    20     50     60     40     70     1      -1     0      0      1        1      100.0% 0.31      
15M  100    20     60     30     10     50     0      0      1      1      1        1      100.0% 0.20      
15M  100    20     60     30     10     50     0      1      0      0      1        1      100.0% 0.09      
15M  100    20     60     30     10     100    1      1      1      1      1        1      100.0% 0.32      
15M  100    20     60     30     30     80     1      0      -1     -1     1        1      100.0% 0.06      
15M  100    20     60     50     100    100    1      0      -1     -1     1        0      0.0% -0.69     
15M  100    20     60     60     40     40     0      0      -1     -1     1        0      0.0% -0.94     
15M  100    20     60     80     60     100    0      0      -1     -1     1        1      100.0% 0.21      
15M  100    20     70     40     80     60     1      1      0      0      1        0      0.0% -0.37     
15M  100    20     70     50     60     100    0      0      1      1      1        0      0.0% -0.95     
15M  100    20     70     60     90     60     0      0      -1     -1     1        0      0.0% -0.62     
15M  100    20     70     70     50     100    1      0      -1     -1     1        1      100.0% 0.04      
15M  100    20     70     90     100    100    0      0      -1     -1     1        1      100.0% 1.01      
15M  100    20     80     50     50     50     0      -1     -1     -1     1        1      100.0% 1.20      
15M  100    20     80     80     100    80     -1     0      1      1      1        1      100.0% 0.57      
15M  100    20     80     90     100    100    0      -1     0      0      1        1      100.0% 0.54      
15M  100    20     80     90     100    100    1      1      0      0      1        1      100.0% 0.23      
15M  100    20     90     80     70     100    0      0      1      1      1        0      0.0% -0.73     
15M  100    20     90     90     40     90     0      0      -1     -1     1        1      100.0% 0.15      
15M  100    20     90     100    100    100    0      1      0      0      1        1      100.0% 0.38      
15M  100    20     100    90     70     100    0      -1     0      0      1        1      100.0% 0.47      
15M  100    30     10     50     50     100    -1     0      1      1      1        1      100.0% 0.10      
15M  100    30     30     60     100    100    0      1      0      0      1        1      100.0% 0.11      
15M  100    30     30     80     30     40     0      1      0      0      1        1      100.0% 0.67      
15M  100    30     30     100    100    100    0      0      -1     -1     1        1      100.0% 0.35      
15M  100    30     40     40     40     70     -1     1      0      0      1        1      100.0% 0.35      
15M  100    30     40     70     40     100    1      -1     0      0      1        0      0.0% -0.61     
15M  100    30     50     10     10     90     1      1      0      0      1        1      100.0% 0.11      
15M  100    30     50     30     10     80     1      0      1      1      1        1      100.0% 0.36      
15M  100    30     50     30     70     60     1      1      0      0      1        1      100.0% 0.17      
15M  100    30     50     50     10     100    -1     0      1      1      1        0      0.0% -0.97     
15M  100    30     50     60     90     90     1      0      1      1      1        1      100.0% 0.21      
15M  100    30     60     20     10     90     1      0      -1     -1     1        0      0.0% -0.56     
15M  100    30     60     30     100    50     0      1      0      0      1        0      0.0% -0.38     
15M  100    30     60     60     30     100    1      1      1      1      1        1      100.0% 0.15      
15M  100    30     80     50     60     90     1      -1     0      0      1        1      100.0% 0.07      
15M  100    30     80     80     90     100    0      1      -1     -1     1        0      0.0% -0.60     
15M  100    40     20     80     30     70     -1     1      1      1      1        1      100.0% 1.00      
15M  100    40     30     80     60     40     0      0      1      1      1        1      100.0% 0.02      
15M  100    40     60     20     50     40     -1     1      1      1      1        1      100.0% 0.61      
15M  100    40     60     60     60     50     -1     0      -1     -1     1        0      0.0% -0.61     
15M  100    40     80     30     70     90     1      0      -1     -1     1        0      0.0% -0.37     
15M  100    40     90     80     20     70     1      -1     0      0      1        1      100.0% 0.12      
15M  100    50     30     90     100    100    -1     0      1      1      1        0      0.0% -0.70     
15M  100    50     50     20     30     90     1      0      -1     -1     1        0      0.0% -0.69     
15M  100    50     50     50     90     100    0      0      -1     -1     1        1      100.0% 0.35      
15M  100    50     60     10     50     100    1      0      1      1      1        1      100.0% 0.62      
15M  100    50     60     50     80     90     0      0      1      1      1        1      100.0% 0.75      
15M  100    50     70     40     20     80     1      0      -1     -1     1        0      0.0% -0.70     
15M  100    50     80     80     50     70     0      -1     0      0      1        0      0.0% -0.42     
15M  100    50     90     80     100    100    -1     -1     0      0      1        0      0.0% -0.67     
15M  100    60     50     20     30     60     1      0      -1     -1     1        1      100.0% 0.03      
15M  100    60     60     20     50     50     1      -1     0      0      1        1      100.0% 0.73      
15M  100    60     70     60     100    90     -1     0      -1     -1     1        1      100.0% 0.06      
15M  100    60     70     60     100    100    0      1      0      0      1        1      100.0% 0.18      
15M  100    60     70     70     80     100    0      0      -1     -1     1        1      100.0% 0.18      
15M  100    60     90     60     60     100    -1     0      1      1      1        0      0.0% -0.47     
15M  100    70     20     80     100    100    -1     -1     1      1      1        0      0.0% -0.68     
15M  100    70     50     10     10     80     -1     -1     0      0      1        1      100.0% 0.13      
15M  100    70     50     50     70     50     0      0      -1     -1     1        1      100.0% 0.06      
15M  100    70     60     30     90     80     1      -1     -1     -1     1        0      0.0% -0.67     
15M  100    70     70     50     50     70     1      -1     -1     -1     1        1      100.0% 0.11      
15M  100    80     50     10     40     90     1      1      1      1      1        1      100.0% 0.54      
15M  100    90     70     60     100    100    0      -1     0      0      1        1      100.0% 0.21      
15M  100    90     90     60     90     100    1      -1     0      0      1        0      0.0% -0.73     
15M  100    100    20     50     100    100    0      0      1      1      1        1      100.0% 0.16      
15M  100    100    20     70     90     70     0      -1     0      0      1        1      100.0% 0.15      
15M  100    100    40     50     60     80     0      0      -1     -1     1        1      100.0% 0.14      
15M  100    100    50     40     80     50     1      -1     0      0      1        0      0.0% -0.26     
15M  100    100    60     20     10     40     1      -1     1      1      1        1      100.0% 0.02      
15M  100    100    60     50     70     70     1      0      -1     -1     1        0      0.0% -0.94     
15M  100    100    60     50     80     60     1      -1     0      0      1        0      0.0% -0.49     
15M  100    100    70     20     80     80     1      0      -1     -1     1        0      0.0% -0.39     
15M  100    100    70     40     60     90     0      1      -1     -1     1        0      0.0% -0.54     
15M  100    100    100    80     100    100    0      1      0      0      1        0      0.0% -0.33     
5M   10     20     10     70     40     40     0      1      -1     -1     1        0      0.0% -0.25     
5M   10     20     30     30     20     20     -1     -1     0      0      1        1      100.0% 0.44      
5M   10     20     30     50     30     20     -1     -1     0      0      1        1      100.0% 0.08      
5M   10     20     90     70     40     20     -1     0      -1     -1     1        1      100.0% 0.04      
5M   10     20     100    90     20     20     1      0      -1     -1     1        1      100.0% 0.13      
5M   10     30     20     30     50     20     0      1      0      0      1        0      0.0% -0.15     
5M   10     30     90     40     20     10     1      -1     0      0      1        1      100.0% 0.08      
5M   10     30     100    50     10     10     -1     -1     1      1      1        0      0.0% -1.00     
5M   10     30     100    50     10     100    0      0      1      1      1        1      100.0% 0.07      
5M   10     30     100    100    60     20     0      0      -1     -1     1        0      0.0% -0.09     
5M   10     40     10     100    70     20     -1     1      0      0      1        1      100.0% 0.05      
5M   20     20     10     80     30     30     -1     0      -1     -1     1        1      100.0% 0.08      
5M   20     20     10     100    60     30     0      1      0      0      1        0      0.0% -0.10     
5M   20     20     20     30     20     20     -1     0      -1     -1     1        1      100.0% 0.13      
5M   20     20     30     80     30     10     -1     1      -1     -1     1        1      100.0% 0.15      
5M   20     20     30     80     50     40     1      0      1      1      1        1      100.0% 0.14      
5M   20     20     40     30     20     30     0      1      0      0      1        1      100.0% 0.27      
5M   20     20     70     40     80     50     1      -1     0      0      1        0      0.0% -0.18     
5M   20     20     100    80     60     20     1      -1     0      0      1        1      100.0% 0.21      
5M   20     30     10     80     100    80     0      1      0      0      1        0      0.0% -0.52     
5M   20     40     20     50     30     30     0      1      0      0      1        0      0.0% -0.22     
5M   20     40     30     50     40     20     -1     1      1      1      1        0      0.0% -0.17     
5M   20     50     10     80     40     20     1      0      1      1      1        0      0.0% -0.40     
5M   20     70     30     20     50     20     0      -1     0      0      1        1      100.0% 0.35      
5M   30     20     20     40     60     30     -1     0      -1     -1     1        0      0.0% -0.18     
5M   30     20     20     60     60     50     0      -1     0      0      1        1      100.0% 0.09      
5M   30     20     20     70     40     40     0      0      1      1      1        1      100.0% 0.36      
5M   30     20     20     70     60     50     0      -1     -1     -1     1        0      0.0% -0.14     
5M   30     20     30     40     50     30     1      1      1      1      1        0      0.0% -0.69     
5M   30     20     30     50     90     70     0      1      1      1      1        1      100.0% 0.06      
5M   30     20     30     60     50     40     0      0      -1     -1     1        1      100.0% 0.07      
5M   30     20     60     30     20     20     -1     1      0      0      1        0      0.0% -0.22     
5M   30     20     70     50     30     20     -1     -1     0      0      1        1      100.0% 0.14      
5M   30     20     80     50     100    50     1      0      1      1      1        1      100.0% 0.11      
5M   30     20     80     80     100    20     -1     0      1      1      1        0      0.0% -0.65     
5M   30     20     100    60     70     10     1      -1     1      1      1        1      100.0% 0.10      
5M   30     30     10     20     20     30     -1     0      -1     -1     1        1      100.0% 0.14      
5M   30     30     20     50     40     30     -1     1      0      0      1        1      100.0% 0.02      
5M   30     30     30     80     30     20     -1     1      0      0      1        1      100.0% 0.04      
5M   30     30     40     30     30     30     -1     1      0      0      1        1      100.0% 0.31      
5M   30     30     60     30     10     10     -1     0      -1     -1     1        1      100.0% 0.06      
5M   30     30     70     10     60     40     0      -1     0      0      1        1      100.0% 0.19      
5M   30     40     100    80     50     50     0      0      -1     -1     1        0      0.0% -0.17     
5M   30     50     10     50     50     30     1      1      0      0      1        1      100.0% 0.30      
5M   30     50     10     100    90     60     0      1      1      1      1        0      0.0% -0.29     
5M   40     20     10     60     80     50     0      1      0      0      1        1      100.0% 0.12      
5M   40     20     10     90     100    80     0      0      1      1      1        0      0.0% -0.81     
5M   40     20     20     70     70     50     0      1      1      1      1        0      0.0% -0.24     
5M   40     20     30     40     30     20     -1     1      -1     -1     1        0      0.0% -0.62     
5M   40     20     30     50     50     30     1      1      1      1      1        1      100.0% 0.01      
5M   40     20     30     60     60     40     -1     1      0      0      1        1      100.0% 0.09      
5M   40     20     30     70     50     60     1      0      -1     -1     1        0      0.0% -0.61     
5M   40     20     40     30     90     90     -1     1      0      0      1        0      0.0% -0.30     
5M   40     20     60     40     30     40     -1     -1     -1     -1     1        1      100.0% 0.07      
5M   40     20     70     70     60     30     1      1      0      0      1        1      100.0% 0.06      
5M   40     20     80     50     60     40     0      -1     0      0      1        1      100.0% 0.09      
5M   40     20     90     60     100    100    0      1      0      0      1        0      0.0% -0.74     
5M   40     20     90     70     20     50     0      1      0      0      1        0      0.0% -0.12     
5M   40     20     90     80     80     40     0      0      -1     -1     1        1      100.0% 0.03      
5M   40     30     20     60     40     50     1      0      -1     -1     1        1      100.0% 0.05      
5M   40     30     20     90     70     50     0      -1     0      0      1        1      100.0% 0.70      
5M   40     30     40     20     60     40     -1     -1     0      0      1        0      0.0% -0.30     
5M   40     30     90     90     60     50     0      0      -1     -1     1        1      100.0% 0.04      
5M   40     40     50     10     20     50     0      0      -1     -1     1        1      100.0% 0.12      
5M   40     50     20     70     60     40     -1     -1     0      0      1        1      100.0% 0.47      
5M   40     70     100    100    80     60     0      1      0      0      1        1      100.0% 0.03      
5M   50     20     20     40     30     10     0      1      0      0      1        1      100.0% 0.05      
5M   50     20     30     90     50     30     -1     1      -1     -1     1        1      100.0% 0.08      
5M   50     20     80     50     60     50     1      0      1      1      1        1      100.0% 0.05      
5M   50     20     100    100    100    100    -1     1      0      0      1        1      100.0% 0.07      
5M   50     30     100    100    90     60     0      -1     0      0      1        0      0.0% -0.38     
5M   50     40     50     10     30     50     -1     1      0      0      1        1      100.0% 0.16      
5M   50     40     50     50     50     50     -1     0      1      1      1        1      100.0% 0.02      
5M   50     40     90     70     90     80     0      0      1      1      1        0      0.0% -0.65     
5M   50     60     40     50     50     30     -1     1      0      0      1        1      100.0% 0.04      
5M   50     60     90     100    80     60     0      -1     -1     -1     1        1      100.0% 0.16      
5M   60     20     20     90     70     90     0      0      -1     -1     1        0      0.0% -0.53     
5M   60     20     70     80     80     60     0      -1     0      0      1        0      0.0% -0.64     
5M   60     20     80     80     50     50     1      -1     0      0      1        0      0.0% -0.35     
5M   60     20     100    100    100    100    0      1      0      0      1        1      100.0% 0.17      
5M   60     50     10     80     50     70     -1     0      1      1      1        1      100.0% 0.92      
5M   60     60     50     60     40     50     -1     -1     0      0      1        1      100.0% 0.18      
5M   60     100    90     90     60     60     1      -1     0      0      1        1      100.0% 0.05      
5M   70     30     10     100    100    100    1      1      0      0      1        0      0.0% -0.85     
5M   80     20     10     100    100    100    0      1      0      0      1        0      0.0% -0.68     
5M   80     20     80     50     100    100    -1     -1     0      0      1        1      100.0% 0.09      
5M   80     30     70     70     70     70     1      1      0      0      1        0      0.0% -0.74     
5M   80     30     100    100    100    70     0      0      -1     -1     1        0      0.0% -0.44     
5M   80     40     20     80     80     100    1      0      -1     -1     1        0      0.0% -0.93     
5M   80     60     40     20     50     60     0      -1     1      1      1        0      0.0% -0.68     
5M   90     20     10     100    90     100    0      -1     0      0      1        0      0.0% -0.39     
5M   90     20     90     90     60     60     0      0      -1     -1     1        0      0.0% -0.74     
5M   90     40     100    100    90     90     1      0      -1     -1     1        1      100.0% 0.20      
5M   100    20     90     100    100    100    0      0      -1     -1     1        0      0.0% -0.23     
5M   100    20     90     100    100    100    0      1      1      1      1        1      100.0% 0.11      
5M   100    20     100    100    70     100    1      -1     -1     -1     1        1      100.0% 0.07      
5M   100    20     100    100    90     100    1      0      -1     -1     1        0      0.0% -0.12     
5M   100    20     100    100    100    100    0      0      1      1      1        1      100.0% 0.14      
5M   100    20     100    100    100    100    0      1      -1     -1     1        0      0.0% -0.73     
5M   100    20     100    100    100    100    1      -1     -1     -1     1        1      100.0% 0.26      
5M   100    20     100    100    100    100    1      -1     0      0      2        1      50.0% -0.96     
5M   100    20     100    100    100    100    1      0      1      1      1        1      100.0% 0.32      
5M   100    30     60     20     40     50     1      1      1      1      1        1      100.0% 0.03      
5M   100    30     80     70     80     100    1      0      -1     -1     1        1      100.0% 0.11      
5M   100    30     100    10     100    100    0      0      1      1      1        1      100.0% 0.28      
5M   100    30     100    50     100    100    0      0      1      1      1        1      100.0% 0.12      
5M   100    30     100    100    100    100    0      1      1      1      1        1      100.0% 0.20      
5M   100    40     40     70     60     80     1      1      -1     -1     1        1      100.0% 0.20      
5M   100    40     90     50     100    100    0      -1     0      0      1        1      100.0% 0.09      
5M   100    40     100    10     10     90     0      0      -1     -1     1        0      0.0% -0.70     
5M   100    40     100    100    100    100    0      -1     1      1      1        0      0.0% -0.16     
5M   100    50     10     50     10     70     -1     1      0      0      1        0      0.0% -0.33     


=== INDIVIDUAL DIMENSION PERFORMANCE ===

--- Dimension: ATR_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         13         8          61.5        % -0.91     
20         20         10         50.0        % 0.09      
30         38         23         60.5        % -2.07     
40         55         39         70.9        % -1.19     
50         81         45         55.6        % -5.42     
60         80         46         57.5        % -1.40     
70         80         53         66.2        % 0.68      
80         77         40         51.9        % -6.73     
90         69         35         50.7        % -12.17    
100        164        96         58.5        % -11.89    

--- Dimension: VOLUME_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
20         295        176        59.7        % -19.69    
30         154        89         57.8        % -12.29    
40         67         31         46.3        % -8.86     
50         56         32         57.1        % -0.08     
60         30         21         70.0        % -0.45     
70         23         15         65.2        % 0.25      
80         11         9          81.8        % 4.19      
90         9          4          44.4        % -1.42     
100        32         18         56.2        % -2.67     

--- Dimension: RSI_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         57         38         66.7        % 5.97      
20         70         41         58.6        % -2.66     
30         81         52         64.2        % -6.14     
40         85         51         60.0        % -5.10     
50         78         44         56.4        % -7.09     
60         73         42         57.5        % -5.33     
70         66         34         51.5        % -7.78     
80         57         29         50.9        % -2.63     
90         60         35         58.3        % -7.62     
100        50         29         58.0        % -2.63     

--- Dimension: ADX_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         47         22         46.8        % -7.15     
20         47         28         59.6        % -2.51     
30         96         54         56.2        % -8.35     
40         72         41         56.9        % -3.14     
50         99         68         68.7        % -1.18     
60         77         43         55.8        % -9.13     
70         58         32         55.2        % -2.50     
80         68         37         54.4        % -5.50     
90         41         31         75.6        % 3.58      
100        72         39         54.2        % -5.13     

--- Dimension: EMA_DIST_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         59         36         61.0        % -5.94     
20         64         35         54.7        % -3.79     
30         65         41         63.1        % -1.12     
40         74         48         64.9        % -1.71     
50         76         52         68.4        % 0.54      
60         71         37         52.1        % -9.55     
70         59         33         55.9        % -4.14     
80         50         27         54.0        % -4.67     
90         58         28         48.3        % -6.19     
100        101        58         57.4        % -4.47     

--- Dimension: BBW_RANGE ---
Value      Trades     Wins       Win Rate     PnL       
-------------------------------------------------------
10         13         9          69.2        % -1.20     
20         47         24         51.1        % -5.81     
30         72         48         66.7        % -1.81     
40         75         51         68.0        % 2.15      
50         86         46         53.5        % -4.95     
