=== DECILE_WINRATE_REPORT ===
Generated: 2026-03-29 14:10:06
ST   ATR    Vol    RSI    ADX    EMA    BBW    R_BSP  B_BSP  RT_BSP S_BSP  Total    Wins   Win Rate   PnL       
15M  30     10     40     30     20     40     0      0      0      0      1        0      0.0% -0.10     
15M  30     10     40     50     20     40     0      0      0      0      1        0      0.0% -0.10     
15M  30     10     50     30     20     70     0      0      0      0      1        0      0.0% -0.08     
15M  30     10     50     40     10     20     -1     0      0      0      1        1      100.0% 0.06      
15M  30     10     50     40     20     40     1      0      0      0      1        0      0.0% -0.10     
15M  30     10     50     40     40     40     1      0      -1     -1     1        1      100.0% 0.43      
15M  30     10     60     10     10     40     -1     -1     0      0      1        0      0.0% -0.02     
15M  30     10     60     10     10     60     0      0      0      0      1        1      100.0% 0.12      
15M  30     10     60     10     20     40     0      0      0      0      1        1      100.0% 0.12      
15M  30     10     60     70     30     40     1      0      0      0      1        0      0.0% -0.03     
15M  30     10     70     40     20     30     0      0      0      0      1        0      0.0% -0.04     
15M  30     10     80     60     20     50     1      1      -1     -1     1        1      100.0% 0.32      
15M  30     20     40     50     30     20     -1     -1     0      0      1        0      0.0% -0.19     
15M  40     10     10     50     60     20     -1     0      0      0      1        0      0.0% -0.11     
15M  40     10     10     50     70     80     0      0      0      0      1        1      100.0% 1.38      
15M  40     10     20     70     40     20     -1     0      0      0      1        1      100.0% 0.08      
15M  40     10     30     30     30     20     -1     -1     0      0      1        0      0.0% -0.06     
15M  40     10     30     50     30     20     -1     0      0      0      1        1      100.0% 0.09      
15M  40     10     30     70     30     10     -1     0      1      1      1        1      100.0% 0.34      
15M  40     10     30     70     50     30     0      0      0      0      1        0      0.0% -0.07     
15M  40     10     40     10     20     30     0      0      0      0      1        0      0.0% -0.18     
15M  40     10     40     20     30     20     0      0      0      0      1        1      100.0% 0.20      
15M  40     10     40     30     70     40     0      0      0      0      1        1      100.0% 0.08      
15M  40     10     40     60     10     50     -1     1      0      0      1        1      100.0% 0.09      
15M  40     10     40     70     10     30     -1     0      0      0      1        0      0.0% -0.05     
15M  40     10     50     10     10     30     1      0      -1     -1     1        0      0.0% -0.09     
15M  40     10     50     10     30     20     -1     0      0      0      1        1      100.0% 0.17      
15M  40     10     50     40     10     40     1      0      0      0      1        0      0.0% -0.06     
15M  40     10     50     40     40     30     -1     0      0      0      1        1      100.0% 0.19      
15M  40     10     50     50     10     40     1      0      0      0      1        0      0.0% -0.10     
15M  40     10     60     10     10     20     0      0      0      0      1        0      0.0% -0.10     
15M  40     10     60     20     20     20     -1     0      0      0      1        0      0.0% -0.22     
15M  40     10     60     20     30     40     -1     0      0      0      1        0      0.0% -0.07     
15M  40     10     60     50     10     20     0      0      0      0      1        1      100.0% 0.43      
15M  40     10     70     10     50     50     0      0      0      0      1        0      0.0% -0.10     
15M  40     10     70     30     10     40     1      0      0      0      1        0      0.0% -0.25     
15M  40     10     70     30     30     40     1      0      0      0      1        1      100.0% 0.19      
15M  40     10     100    40     30     40     0      0      0      0      1        0      0.0% -0.03     
15M  40     20     40     40     30     30     -1     0      0      0      1        0      0.0% -0.04     
15M  40     20     50     10     30     20     -1     0      0      0      1        1      100.0% 0.33      
15M  40     30     70     40     30     20     1      0      0      0      1        1      100.0% 0.18      
15M  50     10     10     70     70     50     -1     -1     0      0      1        1      100.0% 0.08      
15M  50     10     10     90     30     40     0      -1     -1     -1     1        0      0.0% -0.06     
15M  50     10     20     70     60     40     -1     -1     0      0      1        1      100.0% 0.10      
15M  50     10     30     20     20     30     -1     0      1      1      1        1      100.0% 0.12      
15M  50     10     30     50     80     70     -1     -1     -1     -1     1        1      100.0% 0.18      
15M  50     10     30     60     40     40     0      0      0      0      1        0      0.0% -0.08     
15M  50     10     40     10     20     50     -1     -1     0      0      1        0      0.0% -0.38     
15M  50     10     40     10     40     30     -1     0      0      0      1        1      100.0% 0.16      
15M  50     10     40     20     10     70     1      0      0      0      1        0      0.0% -0.26     
15M  50     10     40     20     30     20     -1     -1     1      1      1        0      0.0% -0.18     
15M  50     10     40     30     20     40     0      0      0      0      1        1      100.0% 0.08      
15M  50     10     40     40     30     80     0      0      0      0      1        1      100.0% 0.33      
15M  50     10     40     50     20     30     0      0      0      0      1        1      100.0% 0.19      
15M  50     10     40     60     70     30     -1     -1     0      0      1        1      100.0% 0.16      
15M  50     10     40     70     40     60     0      0      0      0      1        0      0.0% -0.08     
15M  50     10     40     70     70     50     0      0      0      0      1        1      100.0% 0.07      
15M  50     10     50     10     30     30     0      0      0      0      1        0      0.0% -0.18     
15M  50     10     50     20     50     30     -1     0      0      0      1        0      0.0% -0.54     
15M  50     10     50     30     50     50     -1     0      0      0      1        1      100.0% 0.26      
15M  50     10     50     40     10     50     -1     0      -1     -1     1        0      0.0% -0.07     
15M  50     10     60     10     20     30     0      -1     0      0      1        1      100.0% 0.12      
15M  50     10     60     20     10     30     -1     0      0      0      1        1      100.0% 0.06      
15M  50     10     60     20     10     60     0      0      0      0      1        0      0.0% -0.10     
15M  50     10     60     30     20     20     0      0      0      0      1        1      100.0% 0.12      
15M  50     10     60     30     40     90     1      0      0      0      1        1      100.0% 0.35      
15M  50     10     60     40     10     20     0      0      -1     -1     1        0      0.0% -0.08     
15M  50     10     60     40     10     30     -1     0      0      0      1        0      0.0% -0.36     
15M  50     10     60     40     10     30     0      0      0      0      1        0      0.0% -0.25     
15M  50     10     60     40     10     40     0      0      0      0      1        0      0.0% -0.07     
15M  50     10     60     40     20     30     -1     0      0      0      1        1      100.0% 0.16      
15M  50     10     60     50     10     30     0      0      -1     -1     1        0      0.0% -0.06     
15M  50     10     60     50     70     70     1      0      0      0      1        1      100.0% 0.20      
15M  50     10     70     10     20     40     1      0      0      0      1        0      0.0% -0.07     
15M  50     10     70     10     60     40     0      0      0      0      1        0      0.0% -0.26     
15M  50     10     70     20     30     20     1      0      0      0      1        0      0.0% -0.28     
15M  50     10     70     20     60     20     0      1      1      1      1        0      0.0% -0.08     
15M  50     10     70     50     30     10     1      0      0      0      1        0      0.0% -0.10     
15M  50     10     80     20     30     30     1      0      1      1      1        0      0.0% -0.32     
15M  50     10     80     60     70     80     -1     0      0      0      1        0      0.0% -0.12     
15M  50     10     90     30     70     60     0      1      0      0      1        0      0.0% -0.14     
15M  50     10     90     60     90     60     0      0      0      0      1        1      100.0% 0.10      
15M  50     20     60     20     20     40     0      0      0      0      1        0      0.0% -0.15     
15M  50     20     60     30     20     50     -1     0      0      0      1        0      0.0% -0.06     
15M  50     40     50     60     20     20     0      0      0      0      1        0      0.0% -0.12     
15M  50     40     60     10     20     30     1      1      0      0      1        0      0.0% -0.12     
15M  50     50     70     30     50     40     1      0      0      0      1        0      0.0% -0.20     
15M  50     90     60     20     50     40     1      0      0      0      1        1      100.0% 0.01      
15M  50     100    30     30     30     40     0      0      0      0      1        0      0.0% -0.08     
15M  50     100    40     10     20     80     1      0      0      0      1        1      100.0% 0.54      
15M  60     10     20     20     30     20     -1     0      0      0      1        1      100.0% 0.12      
15M  60     10     20     50     40     20     0      -1     0      0      1        1      100.0% 0.06      
15M  60     10     20     70     90     100    0      0      0      0      1        0      0.0% -0.26     
15M  60     10     30     30     90     70     1      0      0      0      1        0      0.0% -0.17     
15M  60     10     30     70     50     40     0      0      1      1      1        0      0.0% -0.11     
15M  60     10     40     10     80     60     -1     -1     0      0      1        1      100.0% 0.47      
15M  60     10     40     20     50     90     1      0      0      0      1        0      0.0% -0.05     
15M  60     10     40     40     10     30     -1     0      0      0      1        0      0.0% -0.13     
15M  60     10     40     40     50     40     1      0      0      0      1        0      0.0% -0.15     
15M  60     10     40     50     60     40     0      -1     1      1      1        1      100.0% 0.16      
15M  60     10     40     70     70     50     -1     0      0      0      1        0      0.0% -0.08     
15M  60     10     50     10     20     20     -1     0      0      0      1        1      100.0% 0.36      
15M  60     10     50     10     20     60     -1     0      1      1      1        1      100.0% 0.52      
15M  60     10     50     30     10     40     0      0      -1     -1     1        0      0.0% -0.07     
15M  60     10     50     30     10     50     1      0      -1     -1     1        1      100.0% 0.31      
15M  60     10     50     30     10     70     1      0      0      0      1        0      0.0% -0.08     
15M  60     10     50     30     30     30     1      0      0      0      1        1      100.0% 0.08      
15M  60     10     50     30     40     40     -1     0      -1     -1     1        1      100.0% 0.32      
15M  60     10     50     30     50     30     1      0      1      1      1        0      0.0% -0.34     
15M  60     10     50     50     10     50     0      0      0      0      1        0      0.0% -0.07     
15M  60     10     50     50     30     20     -1     -1     0      0      1        1      100.0% 0.06      
15M  60     10     60     10     20     40     0      0      0      0      1        0      0.0% -0.19     
15M  60     10     60     10     20     60     1      0      0      0      1        1      100.0% 0.14      
15M  60     10     60     10     30     80     0      0      0      0      1        1      100.0% 0.01      
15M  60     10     60     20     20     40     1      0      -1     -1     1        0      0.0% -0.11     
15M  60     10     60     30     10     50     1      0      0      0      1        1      100.0% 0.09      
15M  60     10     60     40     10     50     0      0      0      0      1        1      100.0% 0.05      
15M  60     10     60     40     40     40     0      0      0      0      1        0      0.0% -0.14     
15M  60     10     60     70     20     20     -1     -1     -1     -1     1        1      100.0% 0.14      
15M  60     10     70     10     50     40     -1     0      0      0      1        0      0.0% -0.10     
15M  60     10     70     30     30     40     0      0      0      0      1        0      0.0% -0.14     
15M  60     10     70     40     30     30     0      0      0      0      1        0      0.0% -0.09     
15M  60     10     70     50     50     40     1      0      0      0      1        0      0.0% -0.51     
15M  60     10     70     60     30     50     1      0      -1     -1     1        0      0.0% -0.13     
15M  60     10     80     20     60     70     1      1      0      0      1        0      0.0% -0.14     
15M  60     10     80     60     50     50     0      0      0      0      1        0      0.0% -0.14     
15M  60     30     30     60     30     40     0      0      1      1      1        0      0.0% -0.21     
15M  60     50     50     20     70     50     0      0      1      1      1        1      100.0% 0.07      
15M  60     100    60     30     30     60     0      0      -1     -1     1        0      0.0% -0.27     
15M  70     10     10     30     90     100    -1     0      0      0      1        0      0.0% -0.04     
15M  70     10     30     60     70     40     -1     0      0      0      1        0      0.0% -0.26     
15M  70     10     40     30     30     100    1      0      0      0      1        0      0.0% -0.09     
15M  70     10     50     10     20     70     -1     0      0      0      1        0      0.0% -0.15     
15M  70     10     50     20     10     80     -1     -1     1      1      1        0      0.0% -0.15     
15M  70     10     50     20     30     50     -1     0      0      0      1        0      0.0% -0.32     
15M  70     10     50     40     10     30     1      0      0      0      1        0      0.0% -0.13     
15M  70     10     50     40     20     50     0      0      0      0      1        0      0.0% -0.12     
15M  70     10     50     50     50     40     -1     0      0      0      1        1      100.0% 0.09      
15M  70     10     70     20     10     80     1      0      0      0      1        0      0.0% -0.03     
15M  70     10     70     20     40     40     1      0      -1     -1     1        0      0.0% -0.30     
15M  70     10     80     10     30     60     0      0      0      0      1        0      0.0% -0.13     
15M  70     10     80     30     30     40     1      0      0      0      1        0      0.0% -0.10     
15M  70     20     50     20     70     50     0      0      0      0      1        1      100.0% 0.34      
15M  70     20     70     20     10     50     1      1      0      0      1        0      0.0% -0.24     
15M  70     30     50     30     20     40     -1     -1     1      1      1        1      100.0% 0.17      
15M  70     30     70     30     40     40     0      0      -1     -1     1        0      0.0% -0.21     
15M  70     30     70     40     70     60     0      0      0      0      1        0      0.0% -0.17     
15M  70     40     60     30     30     40     1      0      -1     -1     1        0      0.0% -0.21     
15M  70     40     70     40     40     30     0      0      -1     -1     1        0      0.0% -0.24     
15M  90     10     10     90     10     50     0      -1     0      0      1        0      0.0% -0.09     
15M  90     10     30     40     60     70     -1     0      0      0      1        0      0.0% -0.27     
15M  90     10     30     60     90     80     -1     0      0      0      1        0      0.0% -0.24     
15M  90     10     30     70     60     100    -1     0      0      0      1        1      100.0% 0.06      
15M  90     10     40     40     30     90     -1     -1     0      0      1        0      0.0% -0.09     
15M  90     10     40     40     70     60     -1     0      0      0      1        0      0.0% -0.39     
15M  90     10     40     60     60     40     1      0      0      0      1        1      100.0% 0.23      
15M  90     10     50     10     20     70     0      0      0      0      1        0      0.0% -0.17     
15M  90     10     50     20     30     70     0      0      0      0      1        0      0.0% -0.28     
15M  90     10     50     40     50     50     0      0      0      0      1        1      100.0% 0.13      
15M  90     10     60     40     50     80     1      0      0      0      1        0      0.0% -0.10     
15M  90     10     80     60     60     40     -1     0      0      0      1        0      0.0% -0.25     
15M  90     20     40     30     20     60     1      1      0      0      1        0      0.0% -0.04     
15M  90     20     60     50     20     50     1      0      0      0      1        1      100.0% 0.24      
15M  90     70     70     30     60     60     -1     0      0      0      1        1      100.0% 0.27      
15M  100    10     40     30     10     90     0      0      0      0      1        0      0.0% -0.13     
15M  100    10     40     40     40     90     -1     -1     0      0      1        0      0.0% -0.10     
15M  100    10     40     50     30     60     0      -1     1      1      1        0      0.0% -0.16     
15M  100    10     50     10     10     50     1      0      -1     -1     1        1      100.0% 0.21      
15M  100    10     50     10     30     100    1      0      0      0      1        1      100.0% 0.62      
15M  100    10     60     20     20     80     1      1      0      0      1        0      0.0% -0.17     
15M  100    10     90     40     90     40     0      1      0      0      1        0      0.0% -0.18     
15M  100    10     100    30     90     60     1      1      1      1      1        0      0.0% -0.24     
15M  100    20     60     40     30     50     0      1      1      1      1        0      0.0% -0.10     
15M  100    20     70     30     40     100    -1     -1     -1     -1     1        1      100.0% 0.13      
20M  10     10     40     40     20     10     0      0      0      0      1        0      0.0% -0.08     
20M  20     10     30     50     30     40     0      0      0      0      1        0      0.0% -0.06     
20M  20     20     80     50     20     30     0      0      0      0      1        0      0.0% -0.08     
20M  30     10     60     20     30     40     0      0      0      0      1        0      0.0% -0.23     
20M  30     10     60     60     10     20     -1     -1     0      0      1        1      100.0% 0.06      
20M  30     10     70     10     20     30     0      0      0      0      1        0      0.0% -0.04     
20M  40     10     30     70     40     40     1      0      -1     -1     1        0      0.0% -0.05     
20M  40     10     30     70     60     60     0      0      0      0      1        1      100.0% 0.13      
20M  40     10     40     30     30     40     0      0      0      0      1        0      0.0% -0.10     
20M  40     10     50     40     20     30     1      0      0      0      1        0      0.0% -0.15     
20M  40     10     50     50     20     30     0      0      0      0      1        0      0.0% -0.17     
20M  40     10     50     70     10     50     0      1      1      1      1        0      0.0% -0.06     
20M  40     10     60     40     10     50     -1     0      0      0      1        0      0.0% -0.13     
20M  40     10     60     60     10     30     -1     0      0      0      1        1      100.0% 0.11      
20M  40     10     70     30     10     40     0      0      0      0      1        0      0.0% -0.08     
20M  40     10     80     40     50     50     -1     0      0      0      1        0      0.0% -0.14     
20M  40     10     90     60     60     40     0      0      1      1      1        1      100.0% 0.43      
20M  40     30     70     50     50     30     1      0      0      0      1        1      100.0% 0.64      
20M  50     10     10     90     40     40     0      -1     -1     -1     1        0      0.0% -0.06     
20M  50     10     30     20     40     20     0      0      0      0      1        0      0.0% -0.11     
20M  50     10     30     30     30     20     -1     0      0      0      1        1      100.0% 0.09      
20M  50     10     30     40     50     50     1      0      0      0      1        0      0.0% -0.07     
20M  50     10     30     50     60     30     1      0      0      0      1        1      100.0% 0.16      
20M  50     10     30     60     40     60     0      0      0      0      1        1      100.0% 0.18      
20M  50     10     30     60     50     60     1      0      0      0      1        1      100.0% 0.16      
20M  50     10     40     20     40     20     0      0      0      0      1        1      100.0% 0.08      
20M  50     10     40     30     40     30     -1     0      0      0      1        0      0.0% -0.30     
20M  50     10     40     60     30     100    -1     1      1      1      1        1      100.0% 0.09      
20M  50     10     40     60     40     30     -1     0      0      0      1        1      100.0% 0.19      
20M  50     10     50     10     10     30     -1     -1     0      0      1        1      100.0% 0.43      
20M  50     10     50     10     40     30     -1     0      0      0      1        1      100.0% 0.16      
20M  50     10     50     20     20     20     -1     0      0      0      1        1      100.0% 0.07      
20M  50     10     50     40     20     40     0      0      0      0      1        1      100.0% 0.20      
20M  50     10     60     20     10     50     -1     0      0      0      1        1      100.0% 0.09      
20M  50     10     70     20     30     20     0      1      0      0      1        0      0.0% -0.19     
20M  50     10     70     20     40     20     1      0      1      1      1        1      100.0% 0.25      
20M  50     10     90     50     40     40     0      0      0      0      1        0      0.0% -0.03     
20M  50     60     70     20     50     50     0      0      0      0      1        0      0.0% -0.04     
20M  60     10     30     50     40     40     0      0      0      0      1        0      0.0% -0.15     
20M  60     10     50     10     10     40     0      0      0      0      1        0      0.0% -0.07     
20M  60     10     50     10     10     40     1      1      0      0      1        0      0.0% -0.06     
20M  60     10     50     10     10     50     0      1      0      0      1        0      0.0% -0.07     
20M  60     10     50     20     20     20     1      1      0      0      1        0      0.0% -0.11     
20M  60     10     60     10     10     20     -1     0      -1     -1     1        1      100.0% 0.20      
20M  60     10     60     10     10     40     1      1      0      0      1        0      0.0% -0.09     
20M  60     10     60     10     10     50     1      0      0      0      1        0      0.0% -0.08     
20M  60     10     60     10     70     30     1      1      1      1      1        0      0.0% -0.15     
20M  60     10     60     20     10     20     0      0      0      0      1        1      100.0% 0.06      
20M  60     10     60     20     10     40     -1     0      0      0      1        1      100.0% 0.27      
20M  60     10     60     20     20     50     -1     0      0      0      1        0      0.0% -0.11     
20M  60     10     70     20     60     70     1      1      1      1      1        0      0.0% -0.02     
20M  60     10     80     90     90     50     -1     0      0      0      1        0      0.0% -0.23     
20M  60     20     60     20     10     50     -1     1      0      0      1        0      0.0% -0.05     
20M  60     30     50     20     30     20     0      0      1      1      1        0      0.0% -0.43     
20M  60     40     60     20     40     100    0      0      0      0      1        1      100.0% 0.41      
20M  60     40     70     30     40     60     0      0      0      0      1        0      0.0% -0.18     
20M  60     50     30     60     30     100    1      0      -1     -1     1        0      0.0% -0.60     
20M  70     10     10     50     80     50     1      -1     0      0      1        1      100.0% 0.08      
20M  70     10     30     40     50     40     1      0      0      0      1        0      0.0% -0.11     
20M  70     10     40     10     50     30     -1     0      0      0      1        0      0.0% -0.54     
20M  70     10     40     30     40     30     0      -1     1      1      1        1      100.0% 0.18      
20M  70     10     40     60     60     50     0      0      0      0      1        1      100.0% 0.08      
20M  70     10     50     10     10     60     1      0      0      0      1        0      0.0% -0.08     
20M  70     10     50     20     20     70     -1     -1     0      0      1        0      0.0% -0.15     
20M  70     10     50     30     20     30     -1     -1     -1     -1     1        0      0.0% -0.08     
20M  70     10     50     40     20     60     0      0      0      0      1        0      0.0% -0.12     
20M  70     10     60     10     10     40     0      0      -1     -1     1        0      0.0% -0.07     
20M  70     10     60     10     10     40     1      1      0      0      1        1      100.0% 0.09      
20M  70     10     60     10     20     60     0      1      0      0      1        0      0.0% -0.03     
20M  70     10     60     20     20     40     0      1      1      1      1        0      0.0% -0.09     
20M  70     10     60     20     20     50     1      0      0      0      1        0      0.0% -0.14     
20M  70     10     60     20     40     80     0      0      0      0      1        0      0.0% -0.24     
20M  70     10     60     20     60     50     -1     0      0      0      1        0      0.0% -0.29     
20M  70     10     80     50     40     60     1      0      0      0      1        0      0.0% -0.17     
20M  70     10     80     50     50     80     1      0      0      0      1        0      0.0% -0.12     
20M  70     10     80     60     70     50     0      0      0      0      1        0      0.0% -0.19     
20M  70     10     80     70     60     30     -1     0      0      0      1        1      100.0% 0.17      
20M  70     30     70     60     80     70     0      0      -1     -1     1        0      0.0% -0.21     
20M  70     30     80     20     30     30     1      1      1      1      1        0      0.0% -0.16     
20M  70     40     60     20     10     20     -1     0      0      0      1        0      0.0% -0.15     
20M  70     40     70     50     60     60     1      0      0      0      1        0      0.0% -0.23     
20M  70     50     80     50     30     60     0      0      -1     -1     1        0      0.0% -0.24     
20M  90     10     10     50     70     100    -1     0      0      0      1        1      100.0% 0.06      
20M  90     10     30     10     50     70     -1     -1     -1     -1     1        0      0.0% -0.05     
20M  90     10     40     40     90     80     -1     0      0      0      1        0      0.0% -0.08     
20M  90     10     40     90     90     100    0      0      0      0      1        1      100.0% 0.20      
20M  90     10     50     10     20     70     -1     0      1      1      1        1      100.0% 0.15      
20M  90     10     50     30     10     100    0      0      0      0      1        0      0.0% -0.28     
20M  90     10     60     20     10     50     1      0      1      1      1        1      100.0% 0.14      
20M  90     10     70     10     50     40     1      0      0      0      1        0      0.0% -0.36     
20M  90     10     70     60     40     50     1      0      -1     -1     1        0      0.0% -0.26     
20M  90     10     90     30     90     80     1      1      1      1      1        0      0.0% -0.14     
20M  90     20     70     20     40     30     -1     0      0      0      1        0      0.0% -0.20     
20M  90     40     60     10     30     100    -1     1      0      0      1        0      0.0% -0.09     
20M  90     70     70     40     60     60     0      0      0      0      1        0      0.0% -0.25     
20M  100    10     30     20     40     70     1      0      0      0      1        0      0.0% -0.09     
20M  100    10     30     60     20     100    1      0      0      0      1        1      100.0% 0.12      
20M  100    10     30     70     80     90     0      0      0      0      1        0      0.0% -0.25     
20M  100    10     40     40     30     50     -1     -1     0      0      1        0      0.0% -0.16     
20M  100    10     40     60     50     80     -1     -1     0      0      1        0      0.0% -0.10     
20M  100    10     60     10     70     80     1      0      0      0      1        0      0.0% -0.10     
20M  100    10     60     20     50     20     -1     -1     -1     -1     1        0      0.0% -0.25     
20M  100    10     80     70     70     100    1      0      0      0      1        0      0.0% -0.21     
20M  100    20     50     20     20     70     -1     -1     -1     -1     1        1      100.0% 0.37      
20M  100    20     50     40     20     50     0      1      0      0      1        0      0.0% -0.24     
20M  100    20     60     20     30     60     1      0      0      0      1        0      0.0% -0.20     
20M  100    20     60     20     40     80     0      0      0      0      1        1      100.0% 0.20      
20M  100    20     70     30     10     70     -1     -1     1      1      1        1      100.0% 0.24      
25M  10     10     40     40     20     10     0      0      0      0      1        0      0.0% -0.08     
25M  30     10     60     70     10     20     -1     -1     -1     -1     1        1      100.0% 0.06      
25M  30     10     90     100    50     20     0      0      -1     -1     1        0      0.0% -0.04     
25M  40     10     10     30     50     40     0      0      0      0      1        1      100.0% 0.13      
25M  40     10     20     90     30     50     0      0      0      0      1        0      0.0% -0.06     
25M  40     10     40     30     30     60     0      0      0      0      1        0      0.0% -0.15     
25M  40     10     50     50     10     20     1      1      -1     -1     1        1      100.0% 0.40      
25M  40     10     70     40     40     80     1      1      0      0      1        0      0.0% -0.23     
25M  50     10     30     50     90     100    0      0      0      0      1        0      0.0% -0.05     
25M  50     10     30     60     80     60     0      0      0      0      1        1      100.0% 0.13      
25M  50     10     40     20     50     60     1      0      0      0      1        1      100.0% 0.13      
25M  50     10     40     30     20     20     1      0      0      0      1        0      0.0% -0.15     
25M  50     10     40     50     30     20     0      -1     0      0      1        0      0.0% -0.35     
25M  50     10     50     10     30     30     -1     -1     0      0      1        1      100.0% 0.18      
25M  50     10     50     20     10     20     1      0      0      0      1        0      0.0% -0.14     
25M  50     10     100    40     40     30     0      0      0      0      1        0      0.0% -0.03     
25M  50     60     50     20     60     90     1      0      0      0      1        0      0.0% -0.13     
25M  60     10     20     70     60     70     0      0      0      0      1        1      100.0% 0.18      
25M  60     10     30     40     70     60     0      0      0      0      1        0      0.0% -0.27     
25M  60     10     40     20     10     20     1      1      1      1      1        0      0.0% -0.13     
25M  60     10     40     30     30     30     0      0      0      0      1        1      100.0% 0.09      
25M  60     10     40     70     20     70     0      0      0      0      1        1      100.0% 0.21      
25M  60     10     50     20     10     40     1      1      1      1      1        0      0.0% -0.09     
25M  60     10     60     10     20     20     1      1      1      1      1        0      0.0% -0.10     
25M  60     10     60     10     50     60     1      0      0      0      1        0      0.0% -0.07     
25M  60     20     40     20     40     40     0      0      0      0      1        0      0.0% -0.27     
25M  60     100    50     20     30     100    0      0      0      0      1        1      100.0% 0.20      
25M  70     10     10     60     20     50     -1     -1     -1     -1     1        0      0.0% -0.57     
25M  70     10     10     100    70     100    0      0      0      0      1        1      100.0% 0.09      
25M  70     10     20     60     60     70     -1     0      1      1      1        0      0.0% -0.20     
25M  70     10     30     20     60     40     -1     0      0      0      1        0      0.0% -0.54     
25M  70     10     30     60     40     90     1      0      0      0      1        0      0.0% -0.14     
25M  70     10     50     20     40     50     -1     0      -1     -1     1        1      100.0% 0.36      
25M  70     10     70     60     90     50     -1     0      0      0      1        0      0.0% -0.23     
25M  70     40     70     10     20     100    0      0      0      0      1        0      0.0% -0.04     
25M  90     10     30     60     10     70     1      1      1      1      1        0      0.0% -0.10     
25M  90     10     40     10     30     30     -1     0      0      0      1        0      0.0% -0.14     
25M  90     10     40     20     30     20     -1     0      -1     -1     1        1      100.0% 0.09      
25M  90     10     40     30     60     70     -1     0      -1     -1     1        0      0.0% -0.30     
25M  90     10     40     50     40     100    1      0      0      0      1        0      0.0% -0.47     
25M  90     10     50     20     50     80     0      0      0      0      1        1      100.0% 0.08      
25M  90     10     60     10     30     80     1      0      0      0      1        0      0.0% -0.24     
25M  90     10     60     50     10     50     -1     0      -1     -1     1        0      0.0% -0.18     
25M  90     10     70     10     60     80     -1     0      0      0      1        0      0.0% -0.11     
25M  90     10     70     50     20     80     -1     0      0      0      1        1      100.0% 0.16      
25M  90     10     80     60     40     40     -1     0      1      1      1        0      0.0% -0.13     
25M  90     20     30     20     90     100    0      0      0      0      1        0      0.0% -0.58     
25M  90     20     40     40     20     80     0      0      0      0      1        1      100.0% 0.32      
25M  90     20     50     40     20     80     0      1      0      0      1        0      0.0% -0.18     
25M  100    10     20     60     90     100    0      0      0      0      1        0      0.0% -0.15     
25M  100    10     30     30     70     70     1      0      1      1      1        1      100.0% 1.66      
25M  100    10     50     20     20     90     1      0      0      0      1        0      0.0% -0.10     
25M  100    10     50     50     50     40     1      0      0      0      1        1      100.0% 0.23      
25M  100    10     60     10     20     40     1      0      0      0      1        1      100.0% 0.17      
25M  100    10     60     20     40     60     1      0      0      0      1        0      0.0% -0.36     
25M  100    10     60     20     60     90     -1     -1     0      0      1        1      100.0% 0.22      
25M  100    10     80     10     30     70     0      0      -1     -1     1        0      0.0% -0.17     
25M  100    10     80     40     60     60     0      0      0      0      1        0      0.0% -0.13     
25M  100    10     80     60     80     90     1      0      0      0      1        0      0.0% -0.21     
25M  100    30     50     20     50     40     -1     -1     0      0      1        0      0.0% -0.14     
25M  100    30     50     30     30     60     0      -1     0      0      1        1      100.0% 0.08      
25M  100    30     50     40     20     80     0      0      -1     -1     1        0      0.0% -0.21     
25M  100    30     70     10     70     60     0      0      0      0      1        0      0.0% -0.17     
25M  100    30     70     20     60     90     -1     0      0      0      1        1      100.0% 0.29      
25M  100    30     70     20     80     70     -1     0      -1     -1     1        0      0.0% -0.21     
25M  100    40     50     30     20     100    -1     1      1      1      1        0      0.0% -0.11     
5M   10     10     10     10     10     10     0      0      0      0      2        0      0.0% -0.08     
5M   10     10     10     10     20     30     1      0      0      0      1        0      0.0% -0.16     
5M   10     10     10     20     80     40     -1     0      0      0      1        1      100.0% 0.14      
5M   10     10     10     40     30     10     -1     0      0      0      1        1      100.0% 0.18      
5M   10     10     10     50     30     40     0      -1     0      0      1        1      100.0% 0.30      
5M   10     10     10     90     30     10     1      -1     0      0      1        1      100.0% 0.05      
5M   10     10     10     100    20     10     0      0      0      0      1        0      0.0% -0.10     
5M   10     10     10     100    20     40     0      -1     0      0      1        0      0.0% -0.03     
5M   10     10     10     100    30     10     0      0      0      0      2        1      50.0% 0.06      
5M   10     10     10     100    30     50     0      0      0      0      1        0      0.0% -0.06     
5M   10     10     10     100    40     10     0      0      0      0      1        0      0.0% -0.28     
5M   10     10     10     100    40     30     0      0      0      0      1        0      0.0% -0.19     
5M   10     10     10     100    70     20     0      0      0      0      1        1      100.0% 0.07      
5M   10     10     20     10     40     10     -1     0      0      0      1        0      0.0% -0.15     
5M   10     10     20     20     40     30     -1     0      0      0      1        1      100.0% 0.30      
5M   10     10     20     30     20     20     0      0      0      0      1        1      100.0% 0.10      
5M   10     10     20     40     40     20     0      0      1      1      1        0      0.0% -0.03     
5M   10     10     20     40     60     90     -1     0      0      0      1        0      0.0% -0.13     
5M   10     10     20     50     10     50     1      0      0      0      1        1      100.0% 0.25      
5M   10     10     20     60     10     10     1      0      0      0      1        0      0.0% -0.09     
